requirement_id,requirement_name,versions,shareLink,xlsx,markdown,priority
6148,保分页@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6148&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/保分页@史钰静_6148.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/保分页@史钰静_6148.md,p1
6149,首页金刚位@钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6149&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页金刚位@钰静_6149.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页金刚位@钰静_6149.md,p1
6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Android新安装用户降低订阅页弹出频率（忻恬）@赟晖_6150.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Android新安装用户降低订阅页弹出频率（忻恬）@赟晖_6150.md,p1
6151,首页分国家配置优化,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6151&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页分国家配置优化_6151.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页分国家配置优化_6151.md,p1
6152,面部丰盈小气泡埋点,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6152&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/面部丰盈小气泡埋点_6152.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/面部丰盈小气泡埋点_6152.md,p1
6153,Airbrush 去眩光算法优化（Jamie）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6153&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_去眩光算法优化（Jamie）@赟晖_6153.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_去眩光算法优化（Jamie）@赟晖_6153.md,p1
6154,防截屏录屏策略优化（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6154&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/防截屏录屏策略优化（忻恬）@赟晖_6154.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/防截屏录屏策略优化（忻恬）@赟晖_6154.md,p2
6155,功能新增：Airbrush新增 AI retouch 效果（Jamie）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6155&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush新增_AI_retouch_效果（Jamie）@赟晖_6155.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush新增_AI_retouch_效果（Jamie）@赟晖_6155.md,p0
6156,Glowup新增@史钰静,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6156&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Glowup新增@史钰静_6156.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Glowup新增@史钰静_6156.md,p1
6157,AI 滤镜@史钰静,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6157&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_滤镜@史钰静_6157.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_滤镜@史钰静_6157.md,p1
6163,功能新增：Airbrush body模块功能新增（富桂、Jamie）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6163&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_body模块功能新增（富桂、Jamie）@赟晖_6163.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_body模块功能新增（富桂、Jamie）@赟晖_6163.md,p0
6170,Airbrush AI image支持双人效果（曾曾）@赟晖,8.1.5,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6170&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_AI_image支持双人效果（曾曾）@赟晖_6170.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush_AI_image支持双人效果（曾曾）@赟晖_6170.md,p0
6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Hair优化@史钰静_6173.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Hair优化@史钰静_6173.md,p1
6174,relight新增四款光效@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6174&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/relight新增四款光效@史钰静_6174.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/relight新增四款光效@史钰静_6174.md,p1
6175,新用户D1-D30优惠价格调整AB实验 （晉羽）@赟晖,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6175&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/新用户D1-D30优惠价格调整AB实验_（晉羽）@赟晖_6175.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/新用户D1-D30优惠价格调整AB实验_（晉羽）@赟晖_6175.md,p0
6176,AI Image付费模式调整AB实验（忻恬）@赟晖,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6176&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Image付费模式调整AB实验（忻恬）@赟晖_6176.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Image付费模式调整AB实验（忻恬）@赟晖_6176.md,p1
6177,AI Makeup,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6177&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Makeup_6177.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Makeup_6177.md,p1
6178,AI Repair,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6178&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Repair_6178.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Repair_6178.md,p1
6179,Body滑杆,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6179&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body滑杆_6179.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Body滑杆_6179.md,p1
6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页配置迁移@史钰静_6190.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/首页配置迁移@史钰静_6190.md,p1
6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/会员状态兜底开关优化（忻恬）@赟晖_6191.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/会员状态兜底开关优化（忻恬）@赟晖_6191.md,p1
6192,AB实验：Airbrush Adjust 优化效果应用顺序（Jamie）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6192&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Adjust_优化效果应用顺序（Jamie）@赟晖_6192.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Adjust_优化效果应用顺序（Jamie）@赟晖_6192.md,p1
6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_面部丰盈Auto效果调整（曾曾）@赟晖_6193.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_面部丰盈Auto效果调整（曾曾）@赟晖_6193.md,p1
6194,AB实验：Airbrush Tattoo 体验优化 AB 实验（Jamie）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6194&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Tattoo_体验优化_AB_实验（Jamie）@赟晖_6194.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Tattoo_体验优化_AB_实验（Jamie）@赟晖_6194.md,p1
6195,body新增S line@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6195&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/body新增S_line@史钰静_6195.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/body新增S_line@史钰静_6195.md,p1
6196,公测用户弹窗@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6196&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/公测用户弹窗@史钰静_6196.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/公测用户弹窗@史钰静_6196.md,p1
6204,功能新增：Airbrush Eraser 新增「镜面去污」（Jamie）@赟晖,8.4.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6204&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_Eraser_新增「镜面去污」（Jamie）@赟晖_6204.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_Eraser_新增「镜面去污」（Jamie）@赟晖_6204.md,p0
6205,AB实验：Airbrush Body 新增模块实验优化（Jamie）@赟晖,8.4.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6205&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Body_新增模块实验优化（Jamie）@赟晖_6205.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Body_新增模块实验优化（Jamie）@赟晖_6205.md,p0
6206,订阅页更新AB实验（忻恬）@赟晖,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6206&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/订阅页更新AB实验（忻恬）@赟晖_6206.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/订阅页更新AB实验（忻恬）@赟晖_6206.md,p0
6207,功能新增：Airbrush AI Replace新增「主体识别」能力（Jamie）@赟晖,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6207&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_AI_Replace新增「主体识别」能力（Jamie）@赟晖_6207.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_AI_Replace新增「主体识别」能力（Jamie）@赟晖_6207.md,p1
6208,其他：Airbrush进入视频模块增加视频更新弹窗（曾曾）@赟晖,8.4.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6208&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/其他：Airbrush进入视频模块增加视频更新弹窗（曾曾）@赟晖_6208.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/其他：Airbrush进入视频模块增加视频更新弹窗（曾曾）@赟晖_6208.md,p1
6209,成本埋点,8.4.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6209&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/成本埋点_6209.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/成本埋点_6209.md,p1
6210,接入视频中台,8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6210&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/接入视频中台_6210.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/接入视频中台_6210.md,p1
6217,AI Retouch新增AI 五官@钰静,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6217&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Retouch新增AI_五官@钰静_6217.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AI_Retouch新增AI_五官@钰静_6217.md,p1
6223,Magic保存埋点@钰静,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6223&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Magic保存埋点@钰静_6223.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Magic保存埋点@钰静_6223.md,p1
6224,AB实验：Airbrush AI Repair任务创建时机调整（曾曾）@赟晖,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6224&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_AI_Repair任务创建时机调整（曾曾）@赟晖_6224.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_AI_Repair任务创建时机调整（曾曾）@赟晖_6224.md,p1
6225,体验优化：Airbrush 弹窗组件优化（Jamie）@赟晖,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6225&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/体验优化：Airbrush_弹窗组件优化（Jamie）@赟晖_6225.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/体验优化：Airbrush_弹窗组件优化（Jamie）@赟晖_6225.md,p2
6226,Enhance@钰静,8.5.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6226&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Enhance@钰静_6226.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Enhance@钰静_6226.md,p1
6228,视频 ing(看excel),8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6228&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/视频_ing(看excel)_6228.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/视频_ing(看excel)_6228.md,p1
6231,人种@史钰静,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6231&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/人种@史钰静_6231.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/人种@史钰静_6231.md,p1
6238,AB实验：Airbrush Edit 排序优化 AB 实验（Jamie）@赟晖,8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6238&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Edit_排序优化_AB_实验（Jamie）@赟晖_6238.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Edit_排序优化_AB_实验（Jamie）@赟晖_6238.md,p1
6239,AB实验：Airbrush Repair 交互优化 AAB 实验（Jamie）@赟晖,8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6239&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Repair_交互优化_AAB_实验（Jamie）@赟晖_6239.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/AB实验：Airbrush_Repair_交互优化_AAB_实验（Jamie）@赟晖_6239.md,p1
6240,功能新增：Airbrush Eraser 新增「杂物消除」「文字消除」（Jamie）@赟晖,8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6240&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_Eraser_新增「杂物消除」「文字消除」（Jamie）@赟晖_6240.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能新增：Airbrush_Eraser_新增「杂物消除」「文字消除」（Jamie）@赟晖_6240.md,p1
6241,Airbrush首页单功能排序调整AB实验（可乐）@赟晖,8.6.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6241&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush首页单功能排序调整AB实验（可乐）@赟晖_6241.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/Airbrush首页单功能排序调整AB实验（可乐）@赟晖_6241.md,p1
6242,功能不打勾小问券（小红）@赟晖,8.7.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6242&appId=282&platformAgg=APP,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能不打勾小问券（小红）@赟晖_6242.xlsx,/Users/xuyunhui/Documents/项目/.cursor/skills/data_analysis/raw_data/埋点事件/dayu_gt722/requirements/功能不打勾小问券（小红）@赟晖_6242.md,p2
