月份,市场,平台,渠道/自然,功能,进入人数,打勾人数,活跃人数,进入渗透率,打勾渗透率,进入排名,打勾排名,渠道,月份标签
2026-02,美国,iOS,Organic,Hair,440.5,114.89285714285714,2625.3928571428573,0.16778441321706955,0.043762158044374305,6,12,自然新增,2月
2026-02,美国,iOS,non-Organic,Hair,691.1785714285714,149.46428571428572,1784.5,0.3873233798983309,0.08375695472921588,1,3,渠道新增,2月
2026-02,英国,Android,Organic,Hair,14.607142857142858,3.892857142857143,99.10714285714286,0.14738738738738738,0.039279279279279274,6,12,自然新增,2月
2026-02,英国,Android,non-Organic,Hair,3.2857142857142856,0.8928571428571429,16.357142857142858,0.20087336244541484,0.05458515283842795,3,5,渠道新增,2月
2026-02,英国,iOS,Organic,Hair,116.60714285714286,31.071428571428573,777.1785714285714,0.15003906070493084,0.039979780340976975,7,11,自然新增,2月
2026-02,英国,iOS,non-Organic,Hair,46.964285714285715,14.357142857142858,279.7142857142857,0.16790091930541368,0.05132788559754852,6,11,渠道新增,2月
2026-03,墨西哥,Android,Organic,Hair,52.935483870967744,15.129032258064516,243.32258064516128,0.21755269786557074,0.062176852711122894,1,6,自然新增,3月
2026-03,墨西哥,Android,non-Organic,Hair,455.35483870967744,123.16129032258064,1425.774193548387,0.31937374148736397,0.0863820448426435,1,2,渠道新增,3月
2026-03,墨西哥,iOS,Organic,Hair,28.903225806451612,7.548387096774194,214.09677419354838,0.13500075335241826,0.035256893174627095,9,14,自然新增,3月
2026-03,墨西哥,iOS,non-Organic,Hair,3.6774193548387095,0.5806451612903226,20.516129032258064,0.1792452830188679,0.028301886792452834,6,12,渠道新增,3月
2026-03,巴西,Android,Organic,Hair,302.6774193548387,103.96774193548387,1869.258064516129,0.1619238269453121,0.05561979049821389,5,9,自然新增,3月
2026-03,巴西,Android,non-Organic,Hair,2697.9032258064517,945.8387096774194,10415.354838709678,0.2590313309134157,0.09081195257622121,1,3,渠道新增,3月
2026-03,巴西,iOS,Organic,Hair,519.0,146.48387096774192,4206.870967741936,0.12336960272365485,0.03482014829809911,9,18,自然新增,3月
2026-03,巴西,iOS,non-Organic,Hair,176.61290322580646,53.903225806451616,723.9354838709677,0.2439622137064433,0.07445860440245969,2,2,渠道新增,3月
2026-03,整体,Android,Organic,Hair,1298.1612903225807,365.0967741935484,6246.193548387097,0.20783238307717736,0.058451082465708154,5,8,自然新增,3月
2026-03,整体,Android,non-Organic,Hair,3555.3870967741937,1181.6129032258063,13372.064516129032,0.2658816888361389,0.08836428374994572,1,3,渠道新增,3月
2026-03,整体,iOS,Organic,Hair,2068.6774193548385,565.741935483871,13913.741935483871,0.1486787256042993,0.04066066038217033,8,13,自然新增,3月
2026-03,整体,iOS,non-Organic,Hair,1376.032258064516,329.2903225806452,4404.709677419355,0.31240021677676383,0.07475868937940328,1,4,渠道新增,3月
2026-03,美国,Android,Organic,Hair,44.064516129032256,15.548387096774194,276.258064516129,0.1595049042503503,0.05628211116300794,5,10,自然新增,3月
2026-03,美国,Android,non-Organic,Hair,76.74193548387096,21.774193548387096,370.16129032258067,0.20732026143790847,0.0588235294117647,5,7,渠道新增,3月
2026-03,美国,iOS,Organic,Hair,408.4193548387097,101.51612903225806,2591.0967741935483,0.1576241223046661,0.039178825755689456,7,12,自然新增,3月
2026-03,美国,iOS,non-Organic,Hair,674.7096774193549,144.6451612903226,1919.9354838709678,0.3514230988944521,0.07533855304277698,1,5,渠道新增,3月
2026-03,英国,Android,Organic,Hair,24.0,7.419354838709677,156.8709677419355,0.15299198025909932,0.04729590787579683,5,10,自然新增,3月
2026-03,英国,Android,non-Organic,Hair,8.67741935483871,2.225806451612903,52.12903225806452,0.16646039603960394,0.042698019801980194,5,11,渠道新增,3月
2026-03,英国,iOS,Organic,Hair,115.83870967741936,30.870967741935484,729.258064516129,0.1588446056531163,0.042332021055425315,7,11,自然新增,3月
2026-03,英国,iOS,non-Organic,Hair,82.6774193548387,22.35483870967742,415.5483870967742,0.1989597888526626,0.05379599441080578,5,10,渠道新增,3月
2026-04,墨西哥,Android,Organic,Hair,71.56666666666666,19.633333333333333,342.73333333333335,0.2088115152694028,0.057284574985411396,1,4,自然新增,4月
2026-04,墨西哥,Android,non-Organic,Hair,881.3,159.6,2235.0,0.39431767337807605,0.07140939597315436,1,1,渠道新增,4月
2026-04,墨西哥,iOS,Organic,Hair,71.26666666666667,13.033333333333333,308.9,0.2307111254990828,0.042192726880328046,3,12,自然新增,4月
2026-04,墨西哥,iOS,non-Organic,Hair,76.76666666666667,10.3,165.36666666666667,0.46422092320096753,0.062285829469864946,1,2,渠道新增,4月
2026-04,巴西,Android,Organic,Hair,386.46666666666664,122.06666666666666,1959.2666666666667,0.19725067202014357,0.0623022219197659,4,7,自然新增,4月
2026-04,巴西,Android,non-Organic,Hair,3205.766666666667,849.2333333333333,8336.866666666667,0.38452895972107826,0.10186480932084796,1,1,渠道新增,4月
2026-04,巴西,iOS,Organic,Hair,626.9333333333333,170.86666666666667,4623.966666666666,0.13558344567074446,0.03695240017589516,10,17,自然新增,4月
2026-04,巴西,iOS,non-Organic,Hair,223.06666666666666,59.766666666666666,735.6,0.30324451694761645,0.08124886713793728,2,1,渠道新增,4月
2026-04,整体,Android,Organic,Hair,1380.6333333333334,389.96666666666664,6607.5,0.20894942615714468,0.05901879177702106,5,8,自然新增,4月
2026-04,整体,Android,non-Organic,Hair,4779.1,1212.4333333333334,13076.1,0.36548359220256804,0.09272132618543245,1,1,渠道新增,4月
2026-04,整体,iOS,Organic,Hair,2499.2,667.8,16087.566666666668,0.1553497835802804,0.0415103174915618,9,14,自然新增,4月
2026-04,整体,iOS,non-Organic,Hair,1284.0333333333333,291.6666666666667,4173.7,0.3076486890129462,0.06988203911796888,1,4,渠道新增,4月
2026-04,美国,Android,Organic,Hair,49.1,16.766666666666666,306.6333333333333,0.16012610066311556,0.05467985650614197,5,9,自然新增,4月
2026-04,美国,Android,non-Organic,Hair,72.3,20.666666666666668,362.3333333333333,0.19954001839926402,0.05703771849126035,5,7,渠道新增,4月
2026-04,美国,iOS,Organic,Hair,446.8333333333333,114.53333333333333,2735.766666666667,0.1633302060360898,0.04186516881312977,6,13,自然新增,4月
2026-04,美国,iOS,non-Organic,Hair,601.5666666666667,129.06666666666666,1822.0,0.3301683132089279,0.0708379070618368,1,5,渠道新增,4月
2026-04,英国,Android,Organic,Hair,22.233333333333334,6.666666666666667,158.63333333333333,0.14015549485185966,0.04202563563773903,5,12,自然新增,4月
2026-04,英国,Android,non-Organic,Hair,9.5,2.2,54.46666666666667,0.1744186046511628,0.04039167686658507,5,12,渠道新增,4月
2026-04,英国,iOS,Organic,Hair,108.4,29.666666666666668,792.8,0.13673057517658932,0.03742011436259671,9,14,自然新增,4月
2026-04,英国,iOS,non-Organic,Hair,62.63333333333333,17.6,385.1333333333333,0.16262766141595986,0.04569845940799724,6,13,渠道新增,4月
2026-05,墨西哥,Android,Organic,Hair,53.54838709677419,14.451612903225806,253.51612903225808,0.21122280188319123,0.05700470797811426,2,7,自然新增,5月
2026-05,墨西哥,Android,non-Organic,Hair,461.7741935483871,68.41935483870968,898.3870967741935,0.5140035906642729,0.07615798922800718,1,1,渠道新增,5月
2026-05,墨西哥,iOS,Organic,Hair,27.516129032258064,7.225806451612903,213.93548387096774,0.12861881785283474,0.033775633293124246,10,14,自然新增,5月
2026-05,墨西哥,iOS,non-Organic,Hair,2.5161290322580645,0.5161290322580645,13.32258064516129,0.18886198547215496,0.0387409200968523,7,11,渠道新增,5月
2026-05,巴西,Android,Organic,Hair,366.35483870967744,98.45161290322581,1718.516129032258,0.2131809137665653,0.05728873371625934,2,9,自然新增,5月
2026-05,巴西,Android,non-Organic,Hair,4146.322580645161,826.5483870967741,7986.935483870968,0.5191381086047779,0.1034875502332438,1,1,渠道新增,5月
2026-05,巴西,iOS,Organic,Hair,660.741935483871,157.0,4817.322580645161,0.13715957867105943,0.03259071763862941,9,17,自然新增,5月
2026-05,巴西,iOS,non-Organic,Hair,390.83870967741933,85.2258064516129,1036.8387096774193,0.37695227428286976,0.08219774749548876,2,4,渠道新增,5月
2026-05,整体,Android,Organic,Hair,1369.6451612903227,376.48387096774195,6672.451612903225,0.20526865397445446,0.05642361950436557,5,8,自然新增,5月
2026-05,整体,Android,non-Organic,Hair,5224.806451612903,1072.516129032258,11130.161290322581,0.46942773921486225,0.09636123871491298,1,1,渠道新增,5月
2026-05,整体,iOS,Organic,Hair,2859.8387096774195,690.1612903225806,18838.774193548386,0.15180598696579808,0.036635148509765375,8,14,自然新增,5月
2026-05,整体,iOS,non-Organic,Hair,1477.741935483871,307.83870967741933,4912.677419354839,0.3008017440066188,0.06266210528389354,1,7,渠道新增,5月
2026-05,美国,Android,Organic,Hair,48.38709677419355,17.193548387096776,316.0967741935484,0.15307684457597714,0.05439330543933055,5,9,自然新增,5月
2026-05,美国,Android,non-Organic,Hair,61.25806451612903,19.032258064516128,314.8709677419355,0.19454973875627496,0.06044462657514599,5,8,渠道新增,5月
2026-05,美国,iOS,Organic,Hair,569.4516129032259,138.29032258064515,3457.032258064516,0.16472267841146612,0.040002612720214985,7,13,自然新增,5月
2026-05,美国,iOS,non-Organic,Hair,765.2258064516129,151.83870967741936,2565.032258064516,0.2983298958700136,0.05919563358317823,1,6,渠道新增,5月
2026-05,英国,Android,Organic,Hair,13.612903225806452,4.516129032258065,104.3225806451613,0.13048855905998763,0.043290043290043295,7,11,自然新增,5月
2026-05,英国,Android,non-Organic,Hair,2.4838709677419355,0.8709677419354839,12.806451612903226,0.19395465994962216,0.06801007556675064,4,3,渠道新增,5月
2026-05,英国,iOS,Organic,Hair,152.29032258064515,36.064516129032256,1014.0322580645161,0.15018291713058693,0.035565452521075236,6,13,自然新增,5月
2026-05,英国,iOS,non-Organic,Hair,61.12903225806452,15.580645161290322,385.5483870967742,0.1585508701472557,0.04041164658634538,6,13,渠道新增,5月
2026-06,墨西哥,Android,Organic,Hair,36.851851851851855,10.481481481481481,210.33333333333334,0.17520690262370137,0.04983271702764571,4,11,自然新增,6月
2026-06,墨西哥,Android,non-Organic,Hair,388.18518518518516,68.03703703703704,920.4333333333333,0.4217417721926468,0.07391848444975596,1,1,渠道新增,6月
2026-06,墨西哥,iOS,Organic,Hair,25.85185185185185,7.111111111111111,208.06666666666666,0.12424792623446901,0.03417707999572786,10,15,自然新增,6月
2026-06,墨西哥,iOS,non-Organic,Hair,2.185185185185185,0.7407407407407407,12.866666666666667,0.16983304548071387,0.05757052389176741,7,10,渠道新增,6月
2026-06,巴西,Android,Organic,Hair,322.44444444444446,87.77777777777777,1593.2333333333333,0.20238369214246363,0.055094113298603115,2,10,自然新增,6月
2026-06,巴西,Android,non-Organic,Hair,3245.4444444444443,705.5185185185185,7799.366666666667,0.4161164083123558,0.09045843703358629,1,2,渠道新增,6月
2026-06,巴西,iOS,Organic,Hair,699.6296296296297,167.2962962962963,5092.9,0.13737352581625983,0.032848926210272404,9,16,自然新增,6月
2026-06,巴西,iOS,non-Organic,Hair,406.037037037037,94.03703703703704,1210.4666666666667,0.3354384290111557,0.0776865977615,2,6,渠道新增,6月
2026-06,整体,Android,Organic,Hair,1220.9259259259259,339.1111111111111,6184.233333333334,0.19742559184257696,0.054834785952089626,5,9,自然新增,6月
2026-06,整体,Android,non-Organic,Hair,4412.111111111111,976.2592592592592,11421.366666666667,0.38630325423207773,0.08547657104017843,1,1,渠道新增,6月
2026-06,整体,iOS,Organic,Hair,2992.4814814814813,735.5555555555555,20280.5,0.14755462052126334,0.036269103599790714,8,14,自然新增,6月
2026-06,整体,iOS,non-Organic,Hair,1725.2222222222222,402.037037037037,6024.7,0.28635819579766997,0.06673146165569024,2,6,渠道新增,6月
2026-06,美国,Android,Organic,Hair,64.33333333333333,21.037037037037038,447.6,0.1437295204051236,0.04699963591831331,5,7,自然新增,6月
2026-06,美国,Android,non-Organic,Hair,46.592592592592595,14.925925925925926,272.43333333333334,0.1710238318582868,0.054787443751104586,5,9,渠道新增,6月
2026-06,美国,iOS,Organic,Hair,534.7777777777778,134.4814814814815,3470.4333333333334,0.15409538994489963,0.038750630991753625,6,13,自然新增,6月
2026-06,美国,iOS,non-Organic,Hair,865.1111111111111,194.66666666666666,2929.2,0.29534040390246863,0.06645728071373298,2,6,渠道新增,6月
2026-06,英国,Android,Organic,Hair,13.851851851851851,4.185185185185185,107.4,0.12897441202841575,0.03896820470377267,5,14,自然新增,6月
2026-06,英国,Android,non-Organic,Hair,4.148148148148148,0.8148148148148148,17.233333333333334,0.24070492155598536,0.04728132387706855,1,3,渠道新增,6月
2026-06,英国,iOS,Organic,Hair,190.92592592592592,46.0,1200.0666666666666,0.159096099599405,0.03833120382200989,6,13,自然新增,6月
2026-06,英国,iOS,non-Organic,Hair,109.66666666666667,28.185185185185187,649.8666666666667,0.16875256462864177,0.04337071991975562,6,12,渠道新增,6月
2026-07,墨西哥,Android,Organic,Hair,38.03225806451613,11.483870967741936,212.6451612903226,0.1788531553398058,0.054004854368932036,2,7,自然新增,7月
2026-07,墨西哥,Android,non-Organic,Hair,503.93548387096774,103.25806451612904,1180.258064516129,0.4269705914507489,0.08748770088553624,1,1,渠道新增,7月
2026-07,墨西哥,iOS,Organic,Hair,61.67741935483871,22.06451612903226,453.5483870967742,0.1359886201991465,0.04864864864864865,6,10,自然新增,7月
2026-07,墨西哥,iOS,non-Organic,Hair,65.19354838709677,26.193548387096776,271.38709677419354,0.24022346368715083,0.09651729466302153,3,4,渠道新增,7月
2026-07,巴西,Android,Organic,Hair,249.61290322580646,73.35483870967742,1440.4516129032259,0.17328794732834685,0.050924889147668746,5,12,自然新增,7月
2026-07,巴西,Android,non-Organic,Hair,1216.6129032258063,269.7096774193548,3406.064516129032,0.35719021100882675,0.07918513467439481,1,2,渠道新增,7月
2026-07,巴西,iOS,Organic,Hair,440.48387096774195,131.8709677419355,4495.709677419355,0.09797871806094699,0.029332625370424848,13,19,自然新增,7月
2026-07,巴西,iOS,non-Organic,Hair,179.83870967741936,46.12903225806452,810.3870967741935,0.2219170448212722,0.0569222195685057,4,7,渠道新增,7月
2026-07,整体,Android,Organic,Hair,1213.7096774193549,388.1290322580645,7143.1612903225805,0.16991211987102486,0.054335750864801885,5,8,自然新增,7月
2026-07,整体,Android,non-Organic,Hair,2417.0967741935483,571.3225806451613,7531.709677419355,0.32092272242518727,0.07585562974606289,1,3,渠道新增,7月
2026-07,整体,iOS,Organic,Hair,2417.8064516129034,725.1290322580645,19599.0,0.123363766090765,0.03699826686351674,9,14,自然新增,7月
2026-07,整体,iOS,non-Organic,Hair,1045.0,289.35483870967744,4585.419354838709,0.22789627711962182,0.06310324450572644,5,6,渠道新增,7月
2026-07,美国,Android,Organic,Hair,106.25806451612904,35.354838709677416,759.7741935483871,0.13985479556744365,0.0465333503163079,5,7,自然新增,7月
2026-07,美国,Android,non-Organic,Hair,43.61290322580645,14.419354838709678,317.1290322580645,0.13752415827484488,0.045468416234360695,5,11,渠道新增,7月
2026-07,美国,iOS,Organic,Hair,456.3225806451613,139.67741935483872,3508.548387096774,0.13006022157863284,0.03981060083666621,8,14,自然新增,7月
2026-07,美国,iOS,non-Organic,Hair,437.80645161290323,115.90322580645162,1799.1935483870968,0.243334827431645,0.06441954280591664,3,5,渠道新增,7月
2026-07,英国,Android,Organic,Hair,14.03225806451613,5.129032258064516,120.61290322580645,0.11634126771864135,0.0425247392350896,8,13,自然新增,7月
2026-07,英国,Android,non-Organic,Hair,4.967741935483871,1.064516129032258,18.967741935483872,0.2619047619047619,0.05612244897959183,1,2,渠道新增,7月
2026-07,英国,iOS,Organic,Hair,141.2258064516129,44.12903225806452,1168.6451612903227,0.12084575466490007,0.03776084796290162,8,13,自然新增,7月
2026-07,英国,iOS,non-Organic,Hair,109.2258064516129,32.03225806451613,669.258064516129,0.16320431869667903,0.04786234154335566,6,9,渠道新增,7月
2026-08,墨西哥,Android,Organic,Hair,20.166666666666668,6.0,170.33333333333334,0.11839530332681018,0.03522504892367906,6,15,自然新增,8月*
2026-08,墨西哥,Android,non-Organic,Hair,77.16666666666667,21.166666666666668,499.8333333333333,0.1543847949316439,0.042347449149716575,6,11,渠道新增,8月*
2026-08,墨西哥,iOS,Organic,Hair,53.833333333333336,16.833333333333332,576.5,0.09337958947672738,0.029199190517490602,10,15,自然新增,8月*
2026-08,墨西哥,iOS,non-Organic,Hair,57.5,19.333333333333332,674.1666666666666,0.08529048207663784,0.028677379480840544,10,11,渠道新增,8月*
2026-08,巴西,Android,Organic,Hair,134.0,42.5,1189.8333333333333,0.11262081524022974,0.0357192884157445,9,14,自然新增,8月*
2026-08,巴西,Android,non-Organic,Hair,520.6666666666666,132.33333333333334,3235.6666666666665,0.16091480374987122,0.0408983207994231,6,12,渠道新增,8月*
2026-08,巴西,iOS,Organic,Hair,282.8333333333333,108.33333333333333,4862.166666666667,0.05817022589380591,0.02228087615260686,15,20,自然新增,8月*
2026-08,巴西,iOS,non-Organic,Hair,164.16666666666666,45.166666666666664,2118.5,0.07749193611832271,0.021320116434584216,10,11,渠道新增,8月*
2026-08,整体,Android,Organic,Hair,739.6666666666666,239.5,6169.333333333333,0.11989409984871408,0.03882105035660255,7,16,自然新增,8月*
2026-08,整体,Android,non-Organic,Hair,832.0,227.33333333333334,5042.166666666667,0.16500842891614054,0.045086437708656994,6,11,渠道新增,8月*
2026-08,整体,iOS,Organic,Hair,2074.1666666666665,724.3333333333334,21761.0,0.0953157789929997,0.03328584777047624,11,15,自然新增,8月*
2026-08,整体,iOS,non-Organic,Hair,815.8333333333334,224.0,6211.0,0.13135297590296785,0.0360650458863307,6,9,渠道新增,8月*
2026-08,美国,Android,Organic,Hair,31.333333333333332,14.0,312.6666666666667,0.10021321961620468,0.04477611940298507,8,13,自然新增,8月*
2026-08,美国,Android,non-Organic,Hair,57.5,19.666666666666668,399.3333333333333,0.1439899833055092,0.04924874791318865,6,9,渠道新增,8月*
2026-08,美国,iOS,Organic,Hair,398.3333333333333,141.16666666666666,3596.1666666666665,0.11076609352551328,0.03925476201510868,10,14,自然新增,8月*
2026-08,美国,iOS,non-Organic,Hair,307.5,77.33333333333333,1403.1666666666667,0.21914716712198598,0.055113433899513,5,7,渠道新增,8月*
2026-08,英国,Android,Organic,Hair,8.333333333333334,3.1666666666666665,108.33333333333333,0.07692307692307693,0.02923076923076923,11,16,自然新增,8月*
2026-08,英国,Android,non-Organic,Hair,3.3333333333333335,1.1666666666666667,13.5,0.2469135802469136,0.08641975308641976,2,2,渠道新增,8月*
2026-08,英国,iOS,Organic,Hair,121.0,42.0,1261.3333333333333,0.09593023255813954,0.033298097251585626,11,14,自然新增,8月*
2026-08,英国,iOS,non-Organic,Hair,73.83333333333333,20.333333333333332,540.5,0.1366019118100524,0.037619488128276285,6,12,渠道新增,8月*
