月份,市场,平台,渠道/自然,功能,进入人数,打勾人数,活跃人数,打勾渗透率,进入渗透率,进入排名,打勾排名
2026-01,墨西哥,iOS,Organic,AI Tattoo,4.516129032258065,0.8387096774193549,253.2258064516129,0.003243437946699876,0.017715922654738155,41,37
2026-01,墨西哥,iOS,Organic,Acne,29.225806451612904,22.225806451612904,253.2258064516129,0.08745071128740547,0.11501112217588463,10,7
2026-01,墨西哥,iOS,Organic,Adjust,22.387096774193548,7.806451612903226,253.2258064516129,0.030952061876015336,0.08767827117024292,13,16
2026-01,墨西哥,iOS,Organic,Background,10.483870967741936,1.096774193548387,253.2258064516129,0.004359026336214112,0.04104425084557243,30,35
2026-01,墨西哥,iOS,Organic,Blur,11.838709677419354,7.741935483870968,253.2258064516129,0.030565222706235576,0.04636658569017521,26,17
2026-01,墨西哥,iOS,Organic,Body,33.25806451612903,23.774193548387096,253.2258064516129,0.09361071698149075,0.1315865020303171,9,6
2026-01,墨西哥,iOS,Organic,Bokeh,5.516129032258065,2.193548387096774,253.2258064516129,0.008524694862652595,0.022010307010165406,38,31
2026-01,墨西哥,iOS,Organic,Brighten,10.548387096774194,5.290322580645161,253.2258064516129,0.02020968314907399,0.041210858110876235,29,19
2026-01,墨西哥,iOS,Organic,Concealer,12.516129032258064,4.096774193548387,253.2258064516129,0.01574483599489936,0.04877058265044006,21,23
2026-01,墨西哥,iOS,Organic,Contour,4.774193548387097,2.4516129032258065,253.2258064516129,0.009677862613107498,0.018950581685101688,40,28
2026-01,墨西哥,iOS,Organic,Crop,12.419354838709678,9.32258064516129,253.2258064516129,0.03616893933104195,0.04840733791636619,23,13
2026-01,墨西哥,iOS,Organic,Dark Circles,12.290322580645162,8.548387096774194,253.2258064516129,0.03300354128699973,0.04755466345302819,24,14
2026-01,墨西哥,iOS,Organic,Details,5.483870967741935,1.7741935483870968,253.2258064516129,0.006951750037924201,0.02107873249804177,39,32
2026-01,墨西哥,iOS,Organic,Effects,14.064516129032258,0.25806451612903225,253.2258064516129,0.001049709398126114,0.055428805783636514,19,42
2026-01,墨西哥,iOS,Organic,Eraser,27.387096774193548,16.096774193548388,253.2258064516129,0.06319528010266662,0.10807357135882054,11,10
2026-01,墨西哥,iOS,Organic,Expression,12.064516129032258,3.806451612903226,253.2258064516129,0.01445775727672195,0.046455274849980924,25,25
2026-01,墨西哥,iOS,Organic,Eye Brighten,5.741935483870968,3.774193548387097,253.2258064516129,0.014789260662408316,0.022461481804298224,35,24
2026-01,墨西哥,iOS,Organic,Face,78.80645161290323,38.193548387096776,253.2258064516129,0.14731952767254727,0.3062342034155525,1,1
2026-01,墨西哥,iOS,Organic,Face Fix,12.32258064516129,2.4516129032258065,253.2258064516129,0.009652133499799629,0.048623309395417876,22,29
2026-01,墨西哥,iOS,Organic,Filters,59.41935483870968,12.0,253.2258064516129,0.046173872670033055,0.23150286438662462,3,11
2026-01,墨西哥,iOS,Organic,Glitter,6.225806451612903,0.6451612903225806,253.2258064516129,0.0024183745223281443,0.024370888452786333,33,39
2026-01,墨西哥,iOS,Organic,Glowup,18.516129032258064,4.451612903225806,253.2258064516129,0.01757619546899062,0.07281488338286987,15,21
2026-01,墨西哥,iOS,Organic,Hair,34.12903225806452,9.709677419354838,253.2258064516129,0.039460348015266294,0.13900801773095592,8,12
2026-01,墨西哥,iOS,Organic,Magic,63.67741935483871,36.41935483870968,253.2258064516129,0.14164707612587096,0.24856091923806736,2,2
2026-01,墨西哥,iOS,Organic,Makeup,43.74193548387097,24.516129032258064,253.2258064516129,0.09445661112660879,0.1702501895463378,6,5
2026-01,墨西哥,iOS,Organic,Matte,5.548387096774194,2.6129032258064515,253.2258064516129,0.009891273106767063,0.02232484573701099,36,27
2026-01,墨西哥,iOS,Organic,Muscle,8.096774193548388,2.4838709677419355,253.2258064516129,0.010162718776126692,0.03282525946131302,31,26
2026-01,墨西哥,iOS,Organic,Mykit,5.967741935483871,0.0,253.2258064516129,0.0,0.024029281648350338,34,43
2026-01,墨西哥,iOS,Organic,Plump,14.935483870967742,5.225806451612903,253.2258064516129,0.02016354109647326,0.05797844569769928,16,20
2026-01,墨西哥,iOS,Organic,Preset,10.774193548387096,0.8064516129032258,253.2258064516129,0.0031874304058548066,0.04317978201581467,28,38
2026-01,墨西哥,iOS,Organic,Prism,2.225806451612903,0.5161290322580645,253.2258064516129,0.002129270586246021,0.009930875658457376,44,40
2026-01,墨西哥,iOS,Organic,Relight,20.258064516129032,7.935483870967742,253.2258064516129,0.03177488561814442,0.08014117831305122,14,15
2026-01,墨西哥,iOS,Organic,Reshape,45.16129032258065,30.193548387096776,253.2258064516129,0.11765197910257254,0.17634287528324283,5,4
2026-01,墨西哥,iOS,Organic,Resize,13.903225806451612,6.774193548387097,253.2258064516129,0.026467095658099078,0.05436044284180951,20,18
2026-01,墨西哥,iOS,Organic,Skin Tone,25.35483870967742,17.774193548387096,253.2258064516129,0.07012620489033934,0.09959723052732092,12,9
2026-01,墨西哥,iOS,Organic,Smooth,41.12903225806452,32.74193548387097,253.2258064516129,0.12816576458622567,0.16201522617695827,7,3
2026-01,墨西哥,iOS,Organic,Stamp,5.419354838709677,1.2580645161290323,253.2258064516129,0.005325680004984301,0.022053308141340575,37,34
2026-01,墨西哥,iOS,Organic,Teeth,14.516129032258064,0.0,253.2258064516129,0.0,0.05637856333111542,18,43
2026-01,墨西哥,iOS,Organic,Text,2.806451612903226,0.2903225806451613,253.2258064516129,0.0011290176188445138,0.011727238470889413,43,41
2026-01,墨西哥,iOS,non-Organic,AI Expand,1.1935483870967742,0.4838709677419355,14.129032258064516,0.03658720311946118,0.12726161404732833,14,13
2026-01,墨西哥,iOS,non-Organic,AI Image,2.935483870967742,0.3870967741935484,14.129032258064516,0.02837153885540982,0.21995864756158875,5,15
2026-01,墨西哥,iOS,non-Organic,AI Repair,2.0689655172413794,1.2413793103448276,14.689655172413794,0.08423019959531117,0.1646413009648304,7,2
2026-01,墨西哥,iOS,non-Organic,AI Replace,0.4482758620689655,0.20689655172413793,14.689655172413794,0.011416256157635469,0.08197619047619047,32,29
2026-01,墨西哥,iOS,non-Organic,AI Retouch,2.6774193548387095,1.032258064516129,14.129032258064516,0.06503910910931783,0.19401865874554952,6,6
2026-01,墨西哥,iOS,non-Organic,AI Tattoo,0.4666666666666667,0.1,14.4,0.005555555555555556,0.08185714285714285,33,37
2026-01,墨西哥,iOS,non-Organic,Acne,0.5217391304347826,0.30434782608695654,15.043478260869565,0.019287119530086282,0.08683509301156361,27,23
2026-01,墨西哥,iOS,non-Organic,Adjust,1.4193548387096775,0.3548387096774194,14.129032258064516,0.024580486454300495,0.12906735557470853,12,17
2026-01,墨西哥,iOS,non-Organic,Background,1.032258064516129,0.12903225806451613,14.129032258064516,0.00956221198156682,0.11170702754036088,19,32
2026-01,墨西哥,iOS,non-Organic,Blur,0.4827586206896552,0.20689655172413793,14.689655172413794,0.012315270935960592,0.08095238095238094,35,28
2026-01,墨西哥,iOS,non-Organic,Body,1.8333333333333333,1.1,14.4,0.0722087912087912,0.14942053436759323,8,4
2026-01,墨西哥,iOS,non-Organic,Bokeh,0.41935483870967744,0.03225806451612903,14.129032258064516,0.0015360983102918587,0.0864084249084249,28,41
2026-01,墨西哥,iOS,non-Organic,Brighten,0.4782608695652174,0.13043478260869565,15.043478260869565,0.009679089026915113,0.07042857142857142,42,31
2026-01,墨西哥,iOS,non-Organic,Concealer,0.7391304347826086,0.391304347826087,15.043478260869565,0.0235979174278407,0.07370259642318466,38,18
2026-01,墨西哥,iOS,non-Organic,Contour,0.3,0.2,15.4,0.01467948717948718,0.08157509157509157,34,27
2026-01,墨西哥,iOS,non-Organic,Crop,0.5483870967741935,0.3225806451612903,14.129032258064516,0.022010910236716686,0.08022059422059422,36,20
2026-01,墨西哥,iOS,non-Organic,Dark Circles,0.5217391304347826,0.21739130434782608,15.043478260869565,0.017681955725433986,0.0845631868131868,30,25
2026-01,墨西哥,iOS,non-Organic,Details,0.5909090909090909,0.22727272727272727,15.136363636363637,0.01773976023976024,0.07185821123321123,40,24
2026-01,墨西哥,iOS,non-Organic,Effects,1.3225806451612903,0.03225806451612903,14.129032258064516,0.002304147465437788,0.12876010233153093,13,39
2026-01,墨西哥,iOS,non-Organic,Eraser,1.7741935483870968,0.967741935483871,14.129032258064516,0.07029737287801803,0.14523029439696108,10,5
2026-01,墨西哥,iOS,non-Organic,Expression,0.9,0.3333333333333333,14.4,0.022401871004812182,0.10789235886662357,20,19
2026-01,墨西哥,iOS,non-Organic,Eye Brighten,0.18181818181818182,0.13636363636363635,15.136363636363637,0.009772727272727273,0.07160714285714286,41,30
2026-01,墨西哥,iOS,non-Organic,Face,3.225806451612903,1.3548387096774193,14.129032258064516,0.08821897162504373,0.24783755762513937,2,1
2026-01,墨西哥,iOS,non-Organic,Face Fix,1.3333333333333333,0.4666666666666667,14.4,0.028400793650793652,0.13001882534390274,11,14
2026-01,墨西哥,iOS,non-Organic,Filters,3.6774193548387095,0.41935483870967744,14.129032258064516,0.02665701681830714,0.25573858410196165,1,16
2026-01,墨西哥,iOS,non-Organic,Glitter,0.4666666666666667,0.1,14.4,0.008333333333333333,0.07611263736263736,37,33
2026-01,墨西哥,iOS,non-Organic,Glowup,1.1666666666666667,0.23333333333333334,14.4,0.015683760683760685,0.10677838827838829,21,26
2026-01,墨西哥,iOS,non-Organic,Hair,2.967741935483871,0.8387096774193549,14.129032258064516,0.06226046249765415,0.24107015883276392,3,7
2026-01,墨西哥,iOS,non-Organic,Magic,3.3870967741935485,1.1290322580645162,14.129032258064516,0.08224656115547956,0.23837531538670056,4,3
2026-01,墨西哥,iOS,non-Organic,Makeup,1.2258064516129032,0.4838709677419355,14.129032258064516,0.03957906735895351,0.14730416098063157,9,12
2026-01,墨西哥,iOS,non-Organic,Matte,0.21052631578947367,0.15789473684210525,16.05263157894737,0.008233819843726965,0.05834141348847231,44,34
2026-01,墨西哥,iOS,non-Organic,Muscle,0.6666666666666666,0.3,14.4,0.019472832722832723,0.08535172241973712,29,21
2026-01,墨西哥,iOS,non-Organic,Mykit,0.967741935483871,0.0,14.129032258064516,0.0,0.12326773818501759,16,42
2026-01,墨西哥,iOS,non-Organic,Plump,0.967741935483871,0.3225806451612903,14.129032258064516,0.01934893063925322,0.10069393569393568,24,22
2026-01,墨西哥,iOS,non-Organic,Preset,1.0,0.0967741935483871,14.129032258064516,0.006978908188585608,0.10527136752136752,22,35
2026-01,墨西哥,iOS,non-Organic,Prism,0.20689655172413793,0.034482758620689655,14.689655172413794,0.0016420361247947454,0.07345238095238096,39,40
2026-01,墨西哥,iOS,non-Organic,Relight,1.2903225806451613,0.5806451612903226,14.129032258064516,0.04161152467604081,0.11886699049742529,17,11
2026-01,墨西哥,iOS,non-Organic,Reshape,1.6666666666666667,0.6333333333333333,14.4,0.04456853767147885,0.1270306880148509,15,10
2026-01,墨西哥,iOS,non-Organic,Resize,0.4666666666666667,0.1,14.4,0.006191553544494721,0.09326217899747312,26,36
2026-01,墨西哥,iOS,non-Organic,Skin Tone,1.0869565217391304,0.6521739130434783,15.043478260869565,0.04462435475862586,0.10449206124757593,23,9
2026-01,墨西哥,iOS,non-Organic,Smooth,1.4583333333333333,0.875,15.041666666666666,0.057001117754794224,0.11790366753989046,18,8
2026-01,墨西哥,iOS,non-Organic,Stamp,0.2413793103448276,0.034482758620689655,14.689655172413794,0.0026525198938992045,0.06283097854526426,43,38
2026-01,墨西哥,iOS,non-Organic,Teeth,0.6333333333333333,0.0,14.4,0.0,0.09665257819103973,25,42
2026-01,墨西哥,iOS,non-Organic,Text,0.3548387096774194,0.0,14.129032258064516,0.0,0.0828615520282187,31,42
2026-01,巴西,Android,Organic,AI Expand,86.2258064516129,38.483870967741936,4043.064516129032,0.010584523859770323,0.023805931738170576,32,24
2026-01,巴西,Android,Organic,AI Image,257.51612903225805,64.2258064516129,4043.064516129032,0.020574942686943546,0.07837975949518693,9,16
2026-01,巴西,Android,Organic,AI Repair,112.2258064516129,50.25806451612903,4043.064516129032,0.01357594099785637,0.03067036806928311,24,21
2026-01,巴西,Android,Organic,AI Replace,41.70967741935484,18.35483870967742,4043.064516129032,0.00525635450065742,0.01163891747027428,38,32
2026-01,巴西,Android,Organic,AI Retouch,527.741935483871,237.83870967741936,4043.064516129032,0.06599027898197125,0.1440763452854439,5,2
2026-01,巴西,Android,Organic,AI Tattoo,96.58064516129032,33.45161290322581,4043.064516129032,0.008404393683331611,0.02483709677106837,30,27
2026-01,巴西,Android,Organic,Acne,168.3548387096774,117.87096774193549,4043.064516129032,0.032375980974277595,0.04556397468718066,15,12
2026-01,巴西,Android,Organic,Adjust,249.70967741935485,136.32258064516128,4043.064516129032,0.03664270710604541,0.06726543598777107,10,11
2026-01,巴西,Android,Organic,Background,137.8709677419355,19.193548387096776,4043.064516129032,0.005444952137011545,0.03746686650797377,19,31
2026-01,巴西,Android,Organic,Blur,113.58064516129032,71.06451612903226,4043.064516129032,0.019069156197374714,0.030490539096987134,25,17
2026-01,巴西,Android,Organic,Body,197.6451612903226,120.83870967741936,4043.064516129032,0.03126855351006528,0.05172738620301706,14,13
2026-01,巴西,Android,Organic,Bokeh,49.38709677419355,15.35483870967742,4043.064516129032,0.004119275966195861,0.013222097638067169,36,34
2026-01,巴西,Android,Organic,Brighten,96.03225806451613,47.935483870967744,4043.064516129032,0.012714331205289102,0.025522301277730988,29,23
2026-01,巴西,Android,Organic,Concealer,137.41935483870967,57.38709677419355,4043.064516129032,0.015210607701056877,0.03670216389601082,20,19
2026-01,巴西,Android,Organic,Contour,39.12903225806452,17.612903225806452,4043.064516129032,0.004618530592506664,0.010320841607391973,40,33
2026-01,巴西,Android,Organic,Crop,195.1290322580645,151.32258064516128,4043.064516129032,0.04093421984683412,0.05268703401901234,13,10
2026-01,巴西,Android,Organic,Dark Circles,81.35483870967742,51.45161290322581,4043.064516129032,0.013815410680549577,0.02165196135813812,33,20
2026-01,巴西,Android,Organic,Details,35.935483870967744,13.709677419354838,4043.064516129032,0.0035200535245452284,0.009493820963897897,41,38
2026-01,巴西,Android,Organic,Effects,151.70967741935485,10.516129032258064,4043.064516129032,0.0029470534252745866,0.04141280148232991,17,39
2026-01,巴西,Android,Organic,Eraser,309.4193548387097,168.09677419354838,4043.064516129032,0.04484695740848074,0.08247799727952763,8,8
2026-01,巴西,Android,Organic,Expression,92.41935483870968,28.838709677419356,4043.064516129032,0.007707017215408137,0.024762990274768488,31,28
2026-01,巴西,Android,Organic,Eye Brighten,45.83870967741935,26.677419354838708,4043.064516129032,0.007140054449370149,0.012294701982385395,37,29
2026-01,巴西,Android,Organic,Face,559.7096774193549,242.29032258064515,4043.064516129032,0.06501935431876975,0.15138153426905926,3,3
