月份,市场,平台,功能,进入人数,打勾人数,渠道/自然
2026-02-01T00:00:00,整体,iOS,Acne,1865.2142857142858,1405.3214285714287,Organic
2026-08-01T00:00:00,整体,iOS,Muscle,498.1666666666667,115.83333333333333,Organic
2026-02-01T00:00:00,整体,Android,Teeth,302.89285714285717,0.0,Organic
2026-01-01T00:00:00,整体,Android,Resize,278.83870967741933,115.25806451612904,Organic
2026-03-01T00:00:00,整体,iOS,Skin Tone,1329.967741935484,838.9032258064516,Organic
2026-02-01T00:00:00,整体,iOS,Bokeh,305.85714285714283,100.21428571428571,Organic
2026-07-01T00:00:00,整体,Android,Prism,127.29032258064517,46.225806451612904,Organic
2026-06-01T00:00:00,整体,Android,Whiten,0.0,0.0,Organic
2026-06-01T00:00:00,整体,Android,AI Tattoo,179.77777777777777,36.888888888888886,Organic
2026-02-01T00:00:00,整体,iOS,Glitter,367.4642857142857,59.392857142857146,Organic
2026-06-01T00:00:00,整体,iOS,Plump,903.2592592592592,286.55555555555554,Organic
2026-03-01T00:00:00,整体,Android,Resize,237.48387096774192,94.93548387096774,Organic
2026-08-01T00:00:00,整体,iOS,Contour,354.3333333333333,183.5,Organic
2026-08-01T00:00:00,整体,Android,Plump,232.16666666666666,74.16666666666667,Organic
2026-01-01T00:00:00,整体,iOS,Concealer,1092.6774193548388,499.741935483871,Organic
2026-04-01T00:00:00,整体,Android,Filters,1884.8,565.9,Organic
2026-02-01T00:00:00,整体,Android,AI Expand,328.9642857142857,122.92857142857143,Organic
2026-07-01T00:00:00,整体,Android,Collarbone,0.0,0.0,Organic
2026-03-01T00:00:00,整体,iOS,Body,1269.258064516129,840.9677419354839,Organic
2026-04-01T00:00:00,整体,Android,Preset,573.0,57.5,Organic
2026-07-01T00:00:00,整体,iOS,AI Replace,227.67741935483872,95.83870967741936,Organic
2026-06-01T00:00:00,整体,Android,Plump,254.66666666666666,83.14814814814815,Organic
2026-08-01T00:00:00,整体,Android,Contour,102.33333333333333,49.833333333333336,Organic
2026-05-01T00:00:00,整体,Android,Prism,136.74193548387098,53.45161290322581,Organic
2026-04-01T00:00:00,整体,Android,Crop,475.76666666666665,345.5,Organic
2026-01-01T00:00:00,整体,Android,Eye Brighten,184.61290322580646,115.48387096774194,Organic
2026-05-01T00:00:00,整体,iOS,Blur,832.483870967742,474.96774193548384,Organic
2026-02-01T00:00:00,整体,iOS,Matte,322.35714285714283,155.5,Organic
2026-04-01T00:00:00,整体,Android,Reshape,667.1,362.1,Organic
2026-07-01T00:00:00,整体,iOS,Prism,187.09677419354838,49.774193548387096,Organic
2026-01-01T00:00:00,整体,iOS,Body,1516.7096774193549,1014.3225806451613,Organic
2026-05-01T00:00:00,整体,Android,Blur,437.48387096774195,206.03225806451613,Organic
2026-08-01T00:00:00,整体,Android,Background,415.0,46.166666666666664,Organic
2026-06-01T00:00:00,整体,iOS,Contour,427.77777777777777,216.03703703703704,Organic
2026-05-01T00:00:00,整体,Android,AI Image,755.8709677419355,125.09677419354838,Organic
2026-08-01T00:00:00,整体,Android,Reshape,606.3333333333334,342.0,Organic
2026-08-01T00:00:00,整体,iOS,Background,1045.0,75.16666666666667,Organic
2026-08-01T00:00:00,整体,iOS,AI Tattoo,450.1666666666667,69.66666666666667,Organic
2026-06-01T00:00:00,整体,Android,Crop,423.74074074074076,309.0,Organic
2026-03-01T00:00:00,整体,iOS,Eye Brighten,465.61290322580646,315.96774193548384,Organic
2026-07-01T00:00:00,整体,iOS,Text,269.48387096774195,20.06451612903226,Organic
2026-07-01T00:00:00,整体,Android,Blur,338.83870967741933,158.80645161290323,Organic
2026-04-01T00:00:00,整体,Android,Contour,137.53333333333333,61.1,Organic
2026-04-01T00:00:00,整体,Android,Face,1585.9,639.6,Organic
2026-08-01T00:00:00,整体,iOS,AI Repair,1154.1666666666667,384.3333333333333,Organic
2026-06-01T00:00:00,整体,Android,Background,454.2962962962963,55.074074074074076,Organic
2026-05-01T00:00:00,整体,Android,Skin Tone,494.38709677419354,314.3225806451613,Organic
2026-08-01T00:00:00,整体,Android,Muscle,165.83333333333334,40.666666666666664,Organic
2026-08-01T00:00:00,整体,Android,Preset,367.3333333333333,31.333333333333332,Organic
2026-04-01T00:00:00,整体,Android,Concealer,343.0,151.5,Organic
2026-01-01T00:00:00,整体,iOS,Filters,4097.322580645161,728.9677419354839,Organic
2026-04-01T00:00:00,整体,iOS,Eye Brighten,489.56666666666666,321.1333333333333,Organic
2026-04-01T00:00:00,整体,iOS,Resize,841.9666666666667,379.6666666666667,Organic
2026-07-01T00:00:00,整体,Android,Details,135.09677419354838,56.29032258064516,Organic
2026-01-01T00:00:00,整体,iOS,Teeth,1086.4516129032259,0.0,Organic
2026-07-01T00:00:00,整体,Android,Reshape,657.258064516129,353.7096774193548,Organic
2026-03-01T00:00:00,整体,iOS,Whiten,0.0,0.0,Organic
2026-08-01T00:00:00,整体,iOS,AI Image,1097.5,233.5,Organic
2026-04-01T00:00:00,整体,iOS,Text,254.73333333333332,18.666666666666668,Organic
2026-06-01T00:00:00,整体,iOS,AI Tattoo,434.18518518518516,73.55555555555556,Organic
2026-06-01T00:00:00,整体,iOS,Brighten,938.0,477.037037037037,Organic
2026-06-01T00:00:00,整体,iOS,Preset,1789.0740740740741,106.51851851851852,Organic
2026-01-01T00:00:00,整体,Android,Concealer,408.8709677419355,177.80645161290323,Organic
2026-02-01T00:00:00,整体,Android,Glitter,323.2142857142857,43.67857142857143,Organic
2026-04-01T00:00:00,整体,iOS,Magic,4688.333333333333,2456.766666666667,Organic
2026-05-01T00:00:00,整体,Android,Body,517.5806451612904,274.16129032258067,Organic
2026-03-01T00:00:00,整体,Android,Makeup,898.5806451612904,417.2258064516129,Organic
2026-06-01T00:00:00,整体,Android,Matte,128.44444444444446,54.81481481481482,Organic
2026-06-01T00:00:00,整体,iOS,Background,1094.7777777777778,76.88888888888889,Organic
2026-06-01T00:00:00,整体,Android,Contour,140.11111111111111,64.81481481481481,Organic
2026-01-01T00:00:00,整体,iOS,Eraser,1701.5483870967741,967.3225806451613,Organic
2026-03-01T00:00:00,整体,Android,Concealer,308.6774193548387,138.3548387096774,Organic
2026-02-01T00:00:00,整体,Android,Expression,287.82142857142856,79.42857142857143,Organic
2026-07-01T00:00:00,整体,iOS,AI Repair,1066.0,349.80645161290323,Organic
2026-07-01T00:00:00,整体,iOS,Background,979.9677419354839,73.90322580645162,Organic
2026-04-01T00:00:00,整体,Android,AI Replace,204.26666666666668,88.93333333333334,Organic
2026-05-01T00:00:00,整体,iOS,Effects,1814.6451612903227,29.838709677419356,Organic
2026-01-01T00:00:00,整体,Android,Matte,144.51612903225808,60.516129032258064,Organic
2026-05-01T00:00:00,整体,Android,Dark Circles,231.29032258064515,147.29032258064515,Organic
2026-01-01T00:00:00,整体,Android,Crop,527.9677419354839,392.0,Organic
2026-07-01T00:00:00,整体,Android,Crop,456.64516129032256,325.2903225806452,Organic
2026-08-01T00:00:00,整体,iOS,Blur,856.3333333333334,480.5,Organic
2026-03-01T00:00:00,整体,Android,Glitter,287.741935483871,38.83870967741935,Organic
2026-02-01T00:00:00,整体,Android,Resize,250.92857142857142,99.75,Organic
2026-04-01T00:00:00,整体,iOS,Expression,604.5666666666667,120.8,Organic
2026-07-01T00:00:00,整体,iOS,Concealer,881.483870967742,390.5483870967742,Organic
2026-03-01T00:00:00,整体,iOS,Muscle,360.06451612903226,100.90322580645162,Organic
2026-02-01T00:00:00,整体,Android,Flawless,0.0,0.0,Organic
2026-07-01T00:00:00,整体,iOS,Glowup,1463.8709677419354,446.0,Organic
2026-04-01T00:00:00,整体,iOS,Matte,360.73333333333335,172.8,Organic
2026-04-01T00:00:00,整体,Android,Eraser,823.0666666666667,375.3333333333333,Organic
2026-04-01T00:00:00,整体,Android,Dark Circles,218.36666666666667,140.26666666666668,Organic
2026-01-01T00:00:00,整体,Android,AI Repair,513.6774193548387,245.80645161290323,Organic
2026-03-01T00:00:00,整体,Android,Skin Tone,444.0967741935484,284.5483870967742,Organic
2026-05-01T00:00:00,整体,iOS,Eye Brighten,526.6129032258065,344.48387096774195,Organic
2026-02-01T00:00:00,整体,Android,Matte,125.39285714285714,51.67857142857143,Organic
2026-08-01T00:00:00,整体,Android,Details,102.83333333333333,40.333333333333336,Organic
2026-04-01T00:00:00,整体,Android,Resize,246.03333333333333,103.56666666666666,Organic
2026-01-01T00:00:00,整体,iOS,Blur,777.2903225806451,468.4516129032258,Organic
2026-08-01T00:00:00,整体,Android,Matte,96.83333333333333,43.333333333333336,Organic
2026-08-01T00:00:00,整体,Android,Smooth,675.6666666666666,461.1666666666667,Organic
2026-07-01T00:00:00,整体,iOS,AI Retouch,4796.645161290323,1847.6129032258063,Organic
2026-05-01T00:00:00,整体,Android,AI Tattoo,196.51612903225808,45.45161290322581,Organic
2026-05-01T00:00:00,整体,Android,Plump,275.93548387096774,92.0,Organic
2026-02-01T00:00:00,整体,Android,Crop,454.67857142857144,329.39285714285717,Organic
2026-02-01T00:00:00,整体,iOS,Whiten,0.0,0.0,Organic
2026-01-01T00:00:00,整体,iOS,Magic,4493.903225806452,2474.6129032258063,Organic
2026-08-01T00:00:00,整体,iOS,Text,273.6666666666667,20.333333333333332,Organic
2026-08-01T00:00:00,整体,Android,Glitter,250.66666666666666,34.0,Organic
2026-07-01T00:00:00,整体,iOS,Resize,830.7096774193549,359.80645161290323,Organic
2026-03-01T00:00:00,整体,Android,Teeth,321.8709677419355,0.0,Organic
2026-06-01T00:00:00,整体,Android,Magic,1566.7037037037037,769.074074074074,Organic
2026-06-01T00:00:00,整体,iOS,Eraser,1980.4814814814815,1004.6666666666666,Organic
2026-06-01T00:00:00,整体,iOS,Relight,4915.0,2453.703703703704,Organic
2026-07-01T00:00:00,整体,Android,Stamp,151.67741935483872,28.451612903225808,Organic
2026-03-01T00:00:00,整体,Android,AI Replace,217.1290322580645,93.58064516129032,Organic
2026-01-01T00:00:00,整体,iOS,Dark Circles,798.5806451612904,595.8064516129032,Organic
2026-05-01T00:00:00,整体,iOS,Glitter,561.4193548387096,90.54838709677419,Organic
2026-06-01T00:00:00,整体,iOS,Glowup,1483.5555555555557,444.25925925925924,Organic
2026-08-01T00:00:00,整体,iOS,AI Replace,240.83333333333334,101.33333333333333,Organic
2026-08-01T00:00:00,整体,iOS,Magic,5437.166666666667,2510.3333333333335,Organic
2026-02-01T00:00:00,整体,Android,Smooth,724.8571428571429,512.5,Organic
2026-03-01T00:00:00,整体,Android,Background,568.5806451612904,72.0,Organic
2026-05-01T00:00:00,整体,iOS,Details,432.4193548387097,142.16129032258064,Organic
2026-04-01T00:00:00,整体,Android,Body,432.2,233.5,Organic
2026-08-01T00:00:00,整体,Android,Prism,124.16666666666667,42.5,Organic
2026-06-01T00:00:00,整体,iOS,Teeth,993.8148148148148,166.55555555555554,Organic
2026-08-01T00:00:00,整体,Android,Makeup,896.5,420.0,Organic
2026-02-01T00:00:00,整体,iOS,AI Repair,569.7142857142857,210.35714285714286,Organic
2026-01-01T00:00:00,整体,Android,Stamp,172.29032258064515,29.806451612903224,Organic
2026-04-01T00:00:00,整体,Android,Brighten,290.23333333333335,150.13333333333333,Organic
2026-01-01T00:00:00,整体,Android,Makeup,1132.516129032258,544.8064516129032,Organic
2026-02-01T00:00:00,整体,iOS,Muscle,368.25,106.28571428571429,Organic
2026-01-01T00:00:00,整体,iOS,Face Fix,992.0645161290323,165.32258064516128,Organic
2026-07-01T00:00:00,整体,Android,Makeup,1066.1935483870968,465.741935483871,Organic
2026-05-01T00:00:00,整体,Android,Face,1639.0967741935483,678.1612903225806,Organic
2026-07-01T00:00:00,整体,iOS,AI Expand,297.0967741935484,119.35483870967742,Organic
2026-08-01T00:00:00,整体,Android,Glowup,410.1666666666667,110.5,Organic
2026-01-01T00:00:00,整体,iOS,Acne,2062.0,1556.6451612903227,Organic
2026-02-01T00:00:00,整体,iOS,Face Fix,863.9285714285714,139.5,Organic
2026-06-01T00:00:00,整体,iOS,Hair,2992.4814814814813,735.5555555555555,Organic
2026-06-01T00:00:00,整体,Android,Expression,251.8148148148148,62.592592592592595,Organic
2026-06-01T00:00:00,整体,Android,Face Fix,323.7037037037037,75.62962962962963,Organic
2026-06-01T00:00:00,整体,iOS,Smooth,2993.1481481481483,2234.6296296296296,Organic
2026-05-01T00:00:00,整体,iOS,Hair,2859.8387096774195,690.1612903225806,Organic
2026-07-01T00:00:00,整体,iOS,Dark Circles,740.5483870967741,531.516129032258,Organic
2026-08-01T00:00:00,整体,Android,Stamp,136.16666666666666,23.666666666666668,Organic
2026-05-01T00:00:00,整体,iOS,Preset,1479.3225806451612,112.45161290322581,Organic
2026-05-01T00:00:00,整体,iOS,Teeth,1113.1612903225807,0.0,Organic
2026-04-01T00:00:00,整体,Android,Plump,264.8,84.2,Organic
2026-06-01T00:00:00,整体,iOS,Dark Circles,762.4444444444445,546.5185185185185,Organic
2026-05-01T00:00:00,整体,Android,Acne,486.83870967741933,319.5806451612903,Organic
2026-04-01T00:00:00,整体,Android,Teeth,320.26666666666665,0.0,Organic
2026-04-01T00:00:00,整体,Android,Hair,1380.6333333333334,389.96666666666664,Organic
2026-07-01T00:00:00,整体,iOS,Plump,883.8387096774194,270.258064516129,Organic
2026-02-01T00:00:00,整体,Android,AI Image,992.4285714285714,174.03571428571428,Organic
2026-03-01T00:00:00,整体,iOS,AI Image,1023.1290322580645,143.41935483870967,Organic
2026-03-01T00:00:00,整体,iOS,Mykit,415.7096774193548,0.0,Organic
2026-07-01T00:00:00,整体,iOS,Eye Brighten,452.96774193548384,295.0967741935484,Organic
2026-04-01T00:00:00,整体,iOS,Makeup,2600.0,1107.1666666666667,Organic
2026-04-01T00:00:00,整体,Android,Eye Brighten,158.0,97.43333333333334,Organic
2026-06-01T00:00:00,整体,iOS,Filters,7235.518518518518,1927.8148148148148,Organic
2026-06-01T00:00:00,整体,iOS,Flawless,0.0,0.0,Organic
2026-01-01T00:00:00,整体,Android,AI Image,941.516129032258,187.0,Organic
2026-05-01T00:00:00,整体,Android,Concealer,355.7741935483871,161.83870967741936,Organic
2026-04-01T00:00:00,整体,Android,Background,544.7,67.5,Organic
2026-01-01T00:00:00,整体,iOS,Effects,976.0,20.032258064516128,Organic
2026-03-01T00:00:00,整体,Android,Filters,1802.516129032258,470.2258064516129,Organic
2026-05-01T00:00:00,整体,Android,Magic,1683.225806451613,826.483870967742,Organic
2026-02-01T00:00:00,整体,iOS,Text,207.32142857142858,21.428571428571427,Organic
2026-05-01T00:00:00,整体,Android,Eraser,775.1935483870968,346.48387096774195,Organic
2026-02-01T00:00:00,整体,Android,Eye Brighten,153.53571428571428,94.53571428571429,Organic
