月份,市场,平台,渠道/自然,功能,进入人数,打勾人数,活跃人数,打勾渗透率,进入渗透率,进入排名,打勾排名,渠道,月份标签
2026-04,巴西,Android,Organic,Hair,386.46666666666664,122.06666666666666,1959.2666666666667,0.06155144271647053,0.1956665762674494,4,8,自然新增,4月
2026-04,巴西,Android,non-Organic,Hair,3205.766666666667,849.2333333333333,8336.866666666667,0.10180175177875819,0.3932606538275364,1,1,渠道新增,4月
2026-04,巴西,iOS,Organic,Hair,626.9333333333333,170.86666666666667,4623.966666666666,0.03665604258389323,0.13472030992563522,10,17,自然新增,4月
2026-04,巴西,iOS,non-Organic,Hair,223.06666666666666,59.766666666666666,735.6,0.08636579707581753,0.3219461702310294,1,1,渠道新增,4月
2026-04,整体,Android,Organic,Hair,1380.6333333333334,389.96666666666664,6607.5,0.05898503196585271,0.20908839948602834,5,8,自然新增,4月
2026-04,整体,Android,non-Organic,Hair,4779.1,1212.4333333333334,13076.1,0.09254155229709206,0.374649828065986,1,1,渠道新增,4月
2026-04,整体,iOS,Organic,Hair,2499.2,667.8,16087.566666666668,0.04152226670015161,0.1545765476729009,9,14,自然新增,4月
2026-04,整体,iOS,non-Organic,Hair,1284.0333333333333,291.6666666666667,4173.7,0.06847632827869644,0.3020504798709454,1,5,渠道新增,4月
2026-04,美国,Android,Organic,Hair,49.1,16.766666666666666,306.6333333333333,0.05464482417918092,0.1598851769818786,5,9,自然新增,4月
2026-04,美国,Android,non-Organic,Hair,72.3,20.666666666666668,362.3333333333333,0.0573070260381108,0.20082333130790617,5,7,渠道新增,4月
2026-04,美国,iOS,Organic,Hair,446.8333333333333,114.53333333333333,2735.766666666667,0.042048573206433584,0.16331109613931885,6,13,自然新增,4月
2026-04,美国,iOS,non-Organic,Hair,601.5666666666667,129.06666666666666,1822.0,0.07013833072154904,0.3251056837761755,1,5,渠道新增,4月
2026-04,英国,Android,Organic,Hair,22.233333333333334,6.666666666666667,158.63333333333333,0.04261244021551958,0.14089467626942204,5,12,自然新增,4月
2026-04,英国,Android,non-Organic,Hair,9.5,2.2,54.46666666666667,0.035873417972774366,0.17125974352769335,5,12,渠道新增,4月
2026-04,英国,iOS,Organic,Hair,108.4,29.666666666666668,792.8,0.037404719177041655,0.136770202000906,9,14,自然新增,4月
2026-04,英国,iOS,non-Organic,Hair,62.63333333333333,17.6,385.1333333333333,0.045655707248055184,0.16280688597660065,6,13,渠道新增,4月
2026-05,墨西哥,Android,Organic,Hair,53.54838709677419,14.451612903225806,253.51612903225808,0.05482896530152449,0.20712505490560829,2,9,自然新增,5月
2026-05,墨西哥,Android,non-Organic,Hair,461.7741935483871,68.41935483870968,898.3870967741935,0.07276175095078008,0.5163004361749622,1,1,渠道新增,5月
2026-05,墨西哥,iOS,Organic,Hair,27.516129032258064,7.225806451612903,213.93548387096774,0.03349027527224001,0.1274405033025246,10,14,自然新增,5月
2026-05,墨西哥,iOS,non-Organic,Hair,2.5161290322580645,0.5161290322580645,13.32258064516129,0.04438245649386683,0.19412932507800107,7,11,渠道新增,5月
2026-05,巴西,Android,Organic,Hair,366.35483870967744,98.45161290322581,1718.516129032258,0.05706486136281868,0.21376591830893163,2,9,自然新增,5月
2026-05,巴西,Android,non-Organic,Hair,4146.322580645161,826.5483870967741,7986.935483870968,0.10228084637175325,0.5099202280424118,1,1,渠道新增,5月
2026-05,巴西,iOS,Organic,Hair,660.741935483871,157.0,4817.322580645161,0.03266986433835295,0.1362939900929093,9,17,自然新增,5月
2026-05,巴西,iOS,non-Organic,Hair,390.83870967741933,85.2258064516129,1036.8387096774193,0.07930956390584792,0.3669735130210114,1,3,渠道新增,5月
2026-05,整体,Android,Organic,Hair,1369.6451612903227,376.48387096774195,6672.451612903225,0.056430837494895913,0.20529741751276148,5,8,自然新增,5月
2026-05,整体,Android,non-Organic,Hair,5224.806451612903,1072.516129032258,11130.161290322581,0.09595273224582013,0.4665568762531944,1,1,渠道新增,5月
2026-05,整体,iOS,Organic,Hair,2859.8387096774195,690.1612903225806,18838.774193548386,0.03692362540389923,0.1519265421427162,8,14,自然新增,5月
2026-05,整体,iOS,non-Organic,Hair,1477.741935483871,307.83870967741933,4912.677419354839,0.06136556969034487,0.29413249580060596,1,7,渠道新增,5月
2026-05,美国,Android,Organic,Hair,48.38709677419355,17.193548387096776,316.0967741935484,0.0551442754151381,0.15368657713745648,5,9,自然新增,5月
2026-05,美国,Android,non-Organic,Hair,61.25806451612903,19.032258064516128,314.8709677419355,0.061100039668530434,0.19534239014769306,5,8,渠道新增,5月
2026-05,美国,iOS,Organic,Hair,569.4516129032259,138.29032258064515,3457.032258064516,0.03988170937802526,0.16300130268335297,7,13,自然新增,5月
2026-05,美国,iOS,non-Organic,Hair,765.2258064516129,151.83870967741936,2565.032258064516,0.0577371420626279,0.2903464189439841,1,8,渠道新增,5月
2026-05,英国,Android,Organic,Hair,13.612903225806452,4.516129032258065,104.3225806451613,0.04386854447475396,0.1299885966141351,7,12,自然新增,5月
2026-05,英国,Android,non-Organic,Hair,2.4838709677419355,0.8709677419354839,12.806451612903226,0.06650800568207939,0.23408855463491202,2,3,渠道新增,5月
2026-05,英国,iOS,Organic,Hair,152.29032258064515,36.064516129032256,1014.0322580645161,0.03465348659842301,0.14357432394713446,8,13,自然新增,5月
2026-05,英国,iOS,non-Organic,Hair,61.12903225806452,15.580645161290322,385.5483870967742,0.04060453328056277,0.1571923197546827,6,13,渠道新增,5月
2026-06,墨西哥,Android,Organic,Hair,36.851851851851855,10.481481481481481,209.2962962962963,0.04987640219072131,0.17565248519494436,4,11,自然新增,6月
2026-06,墨西哥,Android,non-Organic,Hair,388.18518518518516,68.03703703703704,925.8888888888889,0.07255703224666231,0.41288291930272153,1,2,渠道新增,6月
2026-06,墨西哥,iOS,Organic,Hair,25.85185185185185,7.111111111111111,208.0,0.0337176454538137,0.12442708175578712,10,15,自然新增,6月
2026-06,墨西哥,iOS,non-Organic,Hair,2.185185185185185,0.7407407407407407,12.814814814814815,0.06050365215311895,0.19147478052276812,7,9,渠道新增,6月
2026-06,巴西,Android,Organic,Hair,322.44444444444446,87.77777777777777,1604.5925925925926,0.05489329351477843,0.20125891099317914,2,10,自然新增,6月
2026-06,巴西,Android,non-Organic,Hair,3245.4444444444443,705.5185185185185,7867.777777777777,0.08965623027679336,0.4118636492177937,1,2,渠道新增,6月
2026-06,巴西,iOS,Organic,Hair,699.6296296296297,167.2962962962963,5147.740740740741,0.032508248596992737,0.13631617110213373,9,16,自然新增,6月
2026-06,巴西,iOS,non-Organic,Hair,406.037037037037,94.03703703703704,1222.037037037037,0.07616661008505836,0.3268417612179742,2,6,渠道新增,6月
2026-06,整体,Android,Organic,Hair,1220.9259259259259,339.1111111111111,6163.0,0.05444787357775295,0.19769324886707393,5,10,自然新增,6月
2026-06,整体,Android,non-Organic,Hair,4412.111111111111,976.2592592592592,11502.888888888889,0.08504385397074511,0.3838326944683842,1,1,渠道新增,6月
2026-06,整体,iOS,Organic,Hair,2992.4814814814813,735.5555555555555,20462.59259259259,0.03603260997554662,0.14640974890707237,7,14,自然新增,6月
2026-06,整体,iOS,non-Organic,Hair,1725.2222222222222,402.037037037037,6143.0,0.06525793196914093,0.27829380562776124,2,6,渠道新增,6月
2026-06,美国,Android,Organic,Hair,64.33333333333333,21.037037037037038,437.3333333333333,0.04799309118307969,0.1437953105419062,5,9,自然新增,6月
2026-06,美国,Android,non-Organic,Hair,46.592592592592595,14.925925925925926,274.1111111111111,0.056281779301714324,0.17481367322870756,5,9,渠道新增,6月
2026-06,美国,iOS,Organic,Hair,534.7777777777778,134.4814814814815,3513.4074074074074,0.0382428030443375,0.15135358526266177,6,13,自然新增,6月
2026-06,美国,iOS,non-Organic,Hair,865.1111111111111,194.66666666666666,3029.814814814815,0.06459877199936571,0.2819046618422105,2,6,渠道新增,6月
2026-06,英国,Android,Organic,Hair,13.851851851851851,4.185185185185185,106.85185185185185,0.03865685320372804,0.12945243713574464,5,14,自然新增,6月
2026-06,英国,Android,non-Organic,Hair,4.148148148148148,0.8148148148148148,16.962962962962962,0.04746026748900312,0.22202862230223544,2,3,渠道新增,6月
2026-06,英国,iOS,Organic,Hair,190.92592592592592,46.0,1206.1851851851852,0.0378728548162029,0.15691517966831459,6,13,自然新增,6月
2026-06,英国,iOS,non-Organic,Hair,109.66666666666667,28.185185185185187,632.5925925925926,0.04395333907465172,0.17108161034095554,6,13,渠道新增,6月
2026-07,墨西哥,Android,Organic,Hair,38.03225806451613,11.483870967741936,212.6451612903226,0.053617413190090106,0.17878401855690437,2,8,自然新增,7月
2026-07,墨西哥,Android,non-Organic,Hair,503.93548387096774,103.25806451612904,1180.258064516129,0.08384031184762182,0.3950474172489017,1,1,渠道新增,7月
2026-07,墨西哥,iOS,Organic,Hair,61.67741935483871,22.06451612903226,453.5483870967742,0.05118770859472751,0.1443008914915637,6,10,自然新增,7月
2026-07,墨西哥,iOS,non-Organic,Hair,65.19354838709677,26.193548387096776,271.38709677419354,0.08697841027552435,0.22251596351668354,6,4,渠道新增,7月
2026-07,巴西,Android,Organic,Hair,249.61290322580646,73.35483870967742,1440.4516129032259,0.04912289357105457,0.16611108837650077,5,13,自然新增,7月
2026-07,巴西,Android,non-Organic,Hair,1216.6129032258063,269.7096774193548,3406.064516129032,0.06949263838616067,0.29385699188600806,2,6,渠道新增,7月
2026-07,巴西,iOS,Organic,Hair,440.48387096774195,131.8709677419355,4495.709677419355,0.029365599820985015,0.09883455341864571,13,19,自然新增,7月
2026-07,巴西,iOS,non-Organic,Hair,179.83870967741936,46.12903225806452,810.3870967741935,0.06039907903307568,0.2373305795985242,4,7,渠道新增,7月
2026-07,整体,Android,Organic,Hair,1213.7096774193549,388.1290322580645,7143.1612903225805,0.05215076600391147,0.1627716772571579,6,8,自然新增,7月
2026-07,整体,Android,non-Organic,Hair,2417.0967741935483,571.3225806451613,7531.709677419355,0.07115005310060996,0.2894143330260531,2,6,渠道新增,7月
2026-07,整体,iOS,Organic,Hair,2417.8064516129034,725.1290322580645,19599.0,0.03707656882463568,0.12418977567949871,9,14,自然新增,7月
2026-07,整体,iOS,non-Organic,Hair,1045.0,289.35483870967744,4585.419354838709,0.06366106096279267,0.23038765016349197,5,6,渠道新增,7月
2026-07,美国,Android,Organic,Hair,106.25806451612904,35.354838709677416,759.7741935483871,0.04700532883507201,0.12820870351066913,5,8,自然新增,7月
2026-07,美国,Android,non-Organic,Hair,43.61290322580645,14.419354838709678,317.1290322580645,0.04843970714522751,0.14636945671866042,5,11,渠道新增,7月
2026-07,美国,iOS,Organic,Hair,456.3225806451613,139.67741935483872,3508.548387096774,0.039847140958547196,0.13053297710733727,8,14,自然新增,7月
2026-07,美国,iOS,non-Organic,Hair,437.80645161290323,115.90322580645162,1799.1935483870968,0.0638648228037254,0.24205577956959823,3,5,渠道新增,7月
2026-07,英国,Android,Organic,Hair,14.03225806451613,5.129032258064516,120.61290322580645,0.0413692621356153,0.11532224188789743,8,13,自然新增,7月
2026-07,英国,Android,non-Organic,Hair,4.967741935483871,1.064516129032258,18.967741935483872,0.060613459154530376,0.26441429159276014,1,2,渠道新增,7月
2026-07,英国,iOS,Organic,Hair,141.2258064516129,44.12903225806452,1168.6451612903227,0.037740218587086725,0.12006510574553621,8,13,自然新增,7月
2026-07,英国,iOS,non-Organic,Hair,109.2258064516129,32.03225806451613,669.258064516129,0.04750567093039844,0.16147572353073958,6,9,渠道新增,7月
