abcode,rate_type,lcx,retention_rate,retention_rate_source,power_a,power_b
28905,raw,47,0.02339744,预估,0.12296843,-0.430971
28905,raw,48,0.02318611,预估,0.12296843,-0.430971
28905,raw,49,0.02298098,预估,0.12296843,-0.430971
28905,raw,50,0.02278176,预估,0.12296843,-0.430971
28905,raw,51,0.02258816,预估,0.12296843,-0.430971
28905,raw,52,0.02239992,预估,0.12296843,-0.430971
28905,raw,53,0.02221678,预估,0.12296843,-0.430971
28905,raw,54,0.02203853,预估,0.12296843,-0.430971
28905,raw,55,0.02186494,预估,0.12296843,-0.430971
28905,raw,56,0.02169580,预估,0.12296843,-0.430971
28905,raw,57,0.02153094,预估,0.12296843,-0.430971
28905,raw,58,0.02137016,预估,0.12296843,-0.430971
28905,raw,59,0.02121330,预估,0.12296843,-0.430971
28905,raw,60,0.02106020,预估,0.12296843,-0.430971
28905,raw,61,0.02091071,预估,0.12296843,-0.430971
28905,raw,62,0.02076468,预估,0.12296843,-0.430971
28905,raw,63,0.02062199,预估,0.12296843,-0.430971
28905,raw,64,0.02048250,预估,0.12296843,-0.430971
28905,raw,65,0.02034609,预估,0.12296843,-0.430971
28905,raw,66,0.02021266,预估,0.12296843,-0.430971
28905,raw,67,0.02008209,预估,0.12296843,-0.430971
28905,raw,68,0.01995427,预估,0.12296843,-0.430971
28905,raw,69,0.01982912,预估,0.12296843,-0.430971
28905,raw,70,0.01970654,预估,0.12296843,-0.430971
28905,raw,71,0.01958644,预估,0.12296843,-0.430971
28905,raw,72,0.01946873,预估,0.12296843,-0.430971
28905,raw,73,0.01935334,预估,0.12296843,-0.430971
28905,raw,74,0.01924019,预估,0.12296843,-0.430971
28905,raw,75,0.01912921,预估,0.12296843,-0.430971
28905,raw,76,0.01902033,预估,0.12296843,-0.430971
28905,raw,77,0.01891348,预估,0.12296843,-0.430971
28905,raw,78,0.01880859,预估,0.12296843,-0.430971
28905,raw,79,0.01870561,预估,0.12296843,-0.430971
28905,raw,80,0.01860448,预估,0.12296843,-0.430971
28905,raw,81,0.01850514,预估,0.12296843,-0.430971
28905,raw,82,0.01840754,预估,0.12296843,-0.430971
28905,raw,83,0.01831164,预估,0.12296843,-0.430971
28905,raw,84,0.01821737,预估,0.12296843,-0.430971
28905,raw,85,0.01812469,预估,0.12296843,-0.430971
28905,raw,86,0.01803356,预估,0.12296843,-0.430971
28905,raw,87,0.01794393,预估,0.12296843,-0.430971
28905,raw,88,0.01785577,预估,0.12296843,-0.430971
28905,raw,89,0.01776902,预估,0.12296843,-0.430971
28905,raw,90,0.01768367,预估,0.12296843,-0.430971
28905,raw,91,0.01759965,预估,0.12296843,-0.430971
28905,raw,92,0.01751695,预估,0.12296843,-0.430971
28905,raw,93,0.01743553,预估,0.12296843,-0.430971
28905,raw,94,0.01735535,预估,0.12296843,-0.430971
28905,raw,95,0.01727638,预估,0.12296843,-0.430971
28905,raw,96,0.01719859,预估,0.12296843,-0.430971
28905,raw,97,0.01712195,预估,0.12296843,-0.430971
28905,raw,98,0.01704643,预估,0.12296843,-0.430971
28905,raw,99,0.01697201,预估,0.12296843,-0.430971
28905,raw,100,0.01689866,预估,0.12296843,-0.430971
28905,raw,101,0.01682634,预估,0.12296843,-0.430971
28905,raw,102,0.01675505,预估,0.12296843,-0.430971
28905,raw,103,0.01668475,预估,0.12296843,-0.430971
28905,raw,104,0.01661542,预估,0.12296843,-0.430971
28905,raw,105,0.01654704,预估,0.12296843,-0.430971
28905,raw,106,0.01647958,预估,0.12296843,-0.430971
28905,raw,107,0.01641302,预估,0.12296843,-0.430971
28905,raw,108,0.01634736,预估,0.12296843,-0.430971
28905,raw,109,0.01628255,预估,0.12296843,-0.430971
28905,raw,110,0.01621859,预估,0.12296843,-0.430971
28905,raw,111,0.01615546,预估,0.12296843,-0.430971
28905,raw,112,0.01609313,预估,0.12296843,-0.430971
28905,raw,113,0.01603160,预估,0.12296843,-0.430971
28905,raw,114,0.01597084,预估,0.12296843,-0.430971
28905,raw,115,0.01591084,预估,0.12296843,-0.430971
28905,raw,116,0.01585158,预估,0.12296843,-0.430971
28905,raw,117,0.01579305,预估,0.12296843,-0.430971
28905,raw,118,0.01573523,预估,0.12296843,-0.430971
28905,raw,119,0.01567811,预估,0.12296843,-0.430971
28905,raw,120,0.01562167,预估,0.12296843,-0.430971
28905,raw,121,0.01556589,预估,0.12296843,-0.430971
28905,raw,122,0.01551078,预估,0.12296843,-0.430971
28905,raw,123,0.01545631,预估,0.12296843,-0.430971
28905,raw,124,0.01540246,预估,0.12296843,-0.430971
28905,raw,125,0.01534924,预估,0.12296843,-0.430971
28905,raw,126,0.01529662,预估,0.12296843,-0.430971
28905,raw,127,0.01524459,预估,0.12296843,-0.430971
28905,raw,128,0.01519315,预估,0.12296843,-0.430971
28905,raw,129,0.01514228,预估,0.12296843,-0.430971
28905,raw,130,0.01509197,预估,0.12296843,-0.430971
28905,raw,131,0.01504221,预估,0.12296843,-0.430971
28905,raw,132,0.01499299,预估,0.12296843,-0.430971
28905,raw,133,0.01494431,预估,0.12296843,-0.430971
28905,raw,134,0.01489614,预估,0.12296843,-0.430971
28905,raw,135,0.01484848,预估,0.12296843,-0.430971
28905,raw,136,0.01480133,预估,0.12296843,-0.430971
28905,raw,137,0.01475467,预估,0.12296843,-0.430971
28905,raw,138,0.01470850,预估,0.12296843,-0.430971
28905,raw,139,0.01466280,预估,0.12296843,-0.430971
28905,raw,140,0.01461757,预估,0.12296843,-0.430971
28905,raw,141,0.01457280,预估,0.12296843,-0.430971
28905,raw,142,0.01452849,预估,0.12296843,-0.430971
28905,raw,143,0.01448461,预估,0.12296843,-0.430971
28905,raw,144,0.01444118,预估,0.12296843,-0.430971
28905,raw,145,0.01439817,预估,0.12296843,-0.430971
28905,raw,146,0.01435558,预估,0.12296843,-0.430971
28905,raw,147,0.01431342,预估,0.12296843,-0.430971
28905,raw,148,0.01427166,预估,0.12296843,-0.430971
28905,raw,149,0.01423030,预估,0.12296843,-0.430971
28905,raw,150,0.01418933,预估,0.12296843,-0.430971
28905,raw,151,0.01414876,预估,0.12296843,-0.430971
28905,raw,152,0.01410857,预估,0.12296843,-0.430971
28905,raw,153,0.01406875,预估,0.12296843,-0.430971
28905,raw,154,0.01402931,预估,0.12296843,-0.430971
28905,raw,155,0.01399023,预估,0.12296843,-0.430971
28905,raw,156,0.01395151,预估,0.12296843,-0.430971
28905,raw,157,0.01391314,预估,0.12296843,-0.430971
28905,raw,158,0.01387512,预估,0.12296843,-0.430971
28905,raw,159,0.01383744,预估,0.12296843,-0.430971
28905,raw,160,0.01380011,预估,0.12296843,-0.430971
28905,raw,161,0.01376310,预估,0.12296843,-0.430971
28905,raw,162,0.01372642,预估,0.12296843,-0.430971
28905,raw,163,0.01369007,预估,0.12296843,-0.430971
28905,raw,164,0.01365403,预估,0.12296843,-0.430971
28905,raw,165,0.01361830,预估,0.12296843,-0.430971
28905,raw,166,0.01358288,预估,0.12296843,-0.430971
28905,raw,167,0.01354777,预估,0.12296843,-0.430971
28905,raw,168,0.01351296,预估,0.12296843,-0.430971
28905,raw,169,0.01347844,预估,0.12296843,-0.430971
28905,raw,170,0.01344421,预估,0.12296843,-0.430971
28905,raw,171,0.01341027,预估,0.12296843,-0.430971
28905,raw,172,0.01337662,预估,0.12296843,-0.430971
28905,raw,173,0.01334324,预估,0.12296843,-0.430971
28905,raw,174,0.01331014,预估,0.12296843,-0.430971
28905,raw,175,0.01327730,预估,0.12296843,-0.430971
28905,raw,176,0.01324474,预估,0.12296843,-0.430971
28905,raw,177,0.01321244,预估,0.12296843,-0.430971
28905,raw,178,0.01318040,预估,0.12296843,-0.430971
28905,raw,179,0.01314861,预估,0.12296843,-0.430971
28905,raw,180,0.01311708,预估,0.12296843,-0.430971
28905,raw,181,0.01308580,预估,0.12296843,-0.430971
28905,raw,182,0.01305476,预估,0.12296843,-0.430971
28905,raw,183,0.01302397,预估,0.12296843,-0.430971
28905,raw,184,0.01299342,预估,0.12296843,-0.430971
28905,raw,185,0.01296310,预估,0.12296843,-0.430971
28905,raw,186,0.01293302,预估,0.12296843,-0.430971
28905,raw,187,0.01290317,预估,0.12296843,-0.430971
28905,raw,188,0.01287354,预估,0.12296843,-0.430971
28905,raw,189,0.01284415,预估,0.12296843,-0.430971
28905,raw,190,0.01281497,预估,0.12296843,-0.430971
28905,raw,191,0.01278601,预估,0.12296843,-0.430971
28905,raw,192,0.01275727,预估,0.12296843,-0.430971
28905,raw,193,0.01272874,预估,0.12296843,-0.430971
28905,raw,194,0.01270042,预估,0.12296843,-0.430971
28905,raw,195,0.01267231,预估,0.12296843,-0.430971
28905,raw,196,0.01264440,预估,0.12296843,-0.430971
28905,raw,197,0.01261670,预估,0.12296843,-0.430971
28905,raw,198,0.01258920,预估,0.12296843,-0.430971
28905,raw,199,0.01256190,预估,0.12296843,-0.430971
28905,raw,200,0.01253479,预估,0.12296843,-0.430971
28905,raw,201,0.01250788,预估,0.12296843,-0.430971
28905,raw,202,0.01248115,预估,0.12296843,-0.430971
28905,raw,203,0.01245462,预估,0.12296843,-0.430971
28905,raw,204,0.01242827,预估,0.12296843,-0.430971
28905,raw,205,0.01240210,预估,0.12296843,-0.430971
28905,raw,206,0.01237612,预估,0.12296843,-0.430971
28905,raw,207,0.01235032,预估,0.12296843,-0.430971
28905,raw,208,0.01232469,预估,0.12296843,-0.430971
28905,raw,209,0.01229925,预估,0.12296843,-0.430971
28905,raw,210,0.01227397,预估,0.12296843,-0.430971
28905,raw,211,0.01224887,预估,0.12296843,-0.430971
28905,raw,212,0.01222393,预估,0.12296843,-0.430971
28905,raw,213,0.01219917,预估,0.12296843,-0.430971
28905,raw,214,0.01217457,预估,0.12296843,-0.430971
28905,raw,215,0.01215013,预估,0.12296843,-0.430971
28905,raw,216,0.01212586,预估,0.12296843,-0.430971
28905,raw,217,0.01210174,预估,0.12296843,-0.430971
28905,raw,218,0.01207779,预估,0.12296843,-0.430971
28905,raw,219,0.01205399,预估,0.12296843,-0.430971
28905,raw,220,0.01203034,预估,0.12296843,-0.430971
28905,raw,221,0.01200685,预估,0.12296843,-0.430971
28905,raw,222,0.01198351,预估,0.12296843,-0.430971
28905,raw,223,0.01196032,预估,0.12296843,-0.430971
28905,raw,224,0.01193728,预估,0.12296843,-0.430971
28905,raw,225,0.01191439,预估,0.12296843,-0.430971
28905,raw,226,0.01189164,预估,0.12296843,-0.430971
28905,raw,227,0.01186904,预估,0.12296843,-0.430971
28905,raw,228,0.01184657,预估,0.12296843,-0.430971
28905,raw,229,0.01182425,预估,0.12296843,-0.430971
28905,raw,230,0.01180207,预估,0.12296843,-0.430971
28905,raw,231,0.01178002,预估,0.12296843,-0.430971
28905,raw,232,0.01175811,预估,0.12296843,-0.430971
28905,raw,233,0.01173634,预估,0.12296843,-0.430971
28905,raw,234,0.01171469,预估,0.12296843,-0.430971
28905,raw,235,0.01169318,预估,0.12296843,-0.430971
28905,raw,236,0.01167180,预估,0.12296843,-0.430971
28905,raw,237,0.01165055,预估,0.12296843,-0.430971
28905,raw,238,0.01162943,预估,0.12296843,-0.430971
28905,raw,239,0.01160844,预估,0.12296843,-0.430971
28905,raw,240,0.01158757,预估,0.12296843,-0.430971
28905,raw,241,0.01156682,预估,0.12296843,-0.430971
28905,raw,242,0.01154620,预估,0.12296843,-0.430971
28905,raw,243,0.01152570,预估,0.12296843,-0.430971
28905,raw,244,0.01150531,预估,0.12296843,-0.430971
28905,raw,245,0.01148505,预估,0.12296843,-0.430971
28905,raw,246,0.01146491,预估,0.12296843,-0.430971
28905,raw,247,0.01144488,预估,0.12296843,-0.430971
28905,raw,248,0.01142497,预估,0.12296843,-0.430971
28905,raw,249,0.01140517,预估,0.12296843,-0.430971
28905,raw,250,0.01138549,预估,0.12296843,-0.430971
28905,raw,251,0.01136592,预估,0.12296843,-0.430971
28905,raw,252,0.01134646,预估,0.12296843,-0.430971
28905,raw,253,0.01132711,预估,0.12296843,-0.430971
28905,raw,254,0.01130787,预估,0.12296843,-0.430971
28905,raw,255,0.01128873,预估,0.12296843,-0.430971
28905,raw,256,0.01126971,预估,0.12296843,-0.430971
28905,raw,257,0.01125079,预估,0.12296843,-0.430971
28905,raw,258,0.01123197,预估,0.12296843,-0.430971
28905,raw,259,0.01121326,预估,0.12296843,-0.430971
28905,raw,260,0.01119466,预估,0.12296843,-0.430971
28905,raw,261,0.01117615,预估,0.12296843,-0.430971
28905,raw,262,0.01115775,预估,0.12296843,-0.430971
28905,raw,263,0.01113944,预估,0.12296843,-0.430971
28905,raw,264,0.01112124,预估,0.12296843,-0.430971
28905,raw,265,0.01110313,预估,0.12296843,-0.430971
28905,raw,266,0.01108513,预估,0.12296843,-0.430971
28905,raw,267,0.01106721,预估,0.12296843,-0.430971
28905,raw,268,0.01104940,预估,0.12296843,-0.430971
28905,raw,269,0.01103168,预估,0.12296843,-0.430971
28905,raw,270,0.01101405,预估,0.12296843,-0.430971
28905,raw,271,0.01099651,预估,0.12296843,-0.430971
28905,raw,272,0.01097907,预估,0.12296843,-0.430971
28905,raw,273,0.01096172,预估,0.12296843,-0.430971
28905,raw,274,0.01094446,预估,0.12296843,-0.430971
28905,raw,275,0.01092729,预估,0.12296843,-0.430971
28905,raw,276,0.01091021,预估,0.12296843,-0.430971
28905,raw,277,0.01089322,预估,0.12296843,-0.430971
28905,raw,278,0.01087632,预估,0.12296843,-0.430971
28905,raw,279,0.01085950,预估,0.12296843,-0.430971
28905,raw,280,0.01084277,预估,0.12296843,-0.430971
28905,raw,281,0.01082612,预估,0.12296843,-0.430971
28905,raw,282,0.01080956,预估,0.12296843,-0.430971
28905,raw,283,0.01079308,预估,0.12296843,-0.430971
28905,raw,284,0.01077669,预估,0.12296843,-0.430971
28905,raw,285,0.01076037,预估,0.12296843,-0.430971
28905,raw,286,0.01074414,预估,0.12296843,-0.430971
28905,raw,287,0.01072799,预估,0.12296843,-0.430971
28905,raw,288,0.01071192,预估,0.12296843,-0.430971
28905,raw,289,0.01069593,预估,0.12296843,-0.430971
28905,raw,290,0.01068002,预估,0.12296843,-0.430971
28905,raw,291,0.01066419,预估,0.12296843,-0.430971
28905,raw,292,0.01064843,预估,0.12296843,-0.430971
28905,raw,293,0.01063276,预估,0.12296843,-0.430971
28905,raw,294,0.01061716,预估,0.12296843,-0.430971
28905,raw,295,0.01060163,预估,0.12296843,-0.430971
28905,raw,296,0.01058618,预估,0.12296843,-0.430971
28905,raw,297,0.01057080,预估,0.12296843,-0.430971
28905,raw,298,0.01055550,预估,0.12296843,-0.430971
28905,raw,299,0.01054027,预估,0.12296843,-0.430971
28905,raw,300,0.01052512,预估,0.12296843,-0.430971
28905,raw,301,0.01051003,预估,0.12296843,-0.430971
28905,raw,302,0.01049502,预估,0.12296843,-0.430971
28905,raw,303,0.01048008,预估,0.12296843,-0.430971
28905,raw,304,0.01046521,预估,0.12296843,-0.430971
28905,raw,305,0.01045040,预估,0.12296843,-0.430971
28905,raw,306,0.01043567,预估,0.12296843,-0.430971
28905,raw,307,0.01042101,预估,0.12296843,-0.430971
28905,raw,308,0.01040641,预估,0.12296843,-0.430971
28905,raw,309,0.01039189,预估,0.12296843,-0.430971
28905,raw,310,0.01037743,预估,0.12296843,-0.430971
28905,raw,311,0.01036303,预估,0.12296843,-0.430971
28905,raw,312,0.01034870,预估,0.12296843,-0.430971
28905,raw,313,0.01033444,预估,0.12296843,-0.430971
28905,raw,314,0.01032025,预估,0.12296843,-0.430971
28905,raw,315,0.01030611,预估,0.12296843,-0.430971
28905,raw,316,0.01029204,预估,0.12296843,-0.430971
28905,raw,317,0.01027804,预估,0.12296843,-0.430971
28905,raw,318,0.01026410,预估,0.12296843,-0.430971
28905,raw,319,0.01025022,预估,0.12296843,-0.430971
28905,raw,320,0.01023640,预估,0.12296843,-0.430971
28905,raw,321,0.01022265,预估,0.12296843,-0.430971
28905,raw,322,0.01020895,预估,0.12296843,-0.430971
28905,raw,323,0.01019532,预估,0.12296843,-0.430971
28905,raw,324,0.01018174,预估,0.12296843,-0.430971
28905,raw,325,0.01016823,预估,0.12296843,-0.430971
28905,raw,326,0.01015478,预估,0.12296843,-0.430971
28905,raw,327,0.01014138,预估,0.12296843,-0.430971
28905,raw,328,0.01012805,预估,0.12296843,-0.430971
28905,raw,329,0.01011477,预估,0.12296843,-0.430971
28905,raw,330,0.01010155,预估,0.12296843,-0.430971
28905,raw,331,0.01008838,预估,0.12296843,-0.430971
28905,raw,332,0.01007527,预估,0.12296843,-0.430971
28905,raw,333,0.01006222,预估,0.12296843,-0.430971
28905,raw,334,0.01004923,预估,0.12296843,-0.430971
28905,raw,335,0.01003629,预估,0.12296843,-0.430971
28905,raw,336,0.01002341,预估,0.12296843,-0.430971
28905,raw,337,0.01001058,预估,0.12296843,-0.430971
28905,raw,338,0.00999780,预估,0.12296843,-0.430971
28905,raw,339,0.00998508,预估,0.12296843,-0.430971
28905,raw,340,0.00997241,预估,0.12296843,-0.430971
28905,raw,341,0.00995980,预估,0.12296843,-0.430971
28905,raw,342,0.00994724,预估,0.12296843,-0.430971
28905,raw,343,0.00993473,预估,0.12296843,-0.430971
28905,raw,344,0.00992227,预估,0.12296843,-0.430971
28905,raw,345,0.00990987,预估,0.12296843,-0.430971
28905,raw,346,0.00989751,预估,0.12296843,-0.430971
28905,raw,347,0.00988521,预估,0.12296843,-0.430971
28905,raw,348,0.00987296,预估,0.12296843,-0.430971
28905,raw,349,0.00986076,预估,0.12296843,-0.430971
28905,raw,350,0.00984861,预估,0.12296843,-0.430971
28905,raw,351,0.00983650,预估,0.12296843,-0.430971
28905,raw,352,0.00982445,预估,0.12296843,-0.430971
28905,raw,353,0.00981245,预估,0.12296843,-0.430971
28905,raw,354,0.00980049,预估,0.12296843,-0.430971
28905,raw,355,0.00978858,预估,0.12296843,-0.430971
28905,raw,356,0.00977672,预估,0.12296843,-0.430971
28905,raw,357,0.00976491,预估,0.12296843,-0.430971
28905,raw,358,0.00975315,预估,0.12296843,-0.430971
28905,raw,359,0.00974143,预估,0.12296843,-0.430971
28905,raw,360,0.00972976,预估,0.12296843,-0.430971
28905,raw,361,0.00971813,预估,0.12296843,-0.430971
28905,raw,362,0.00970655,预估,0.12296843,-0.430971
28905,raw,363,0.00969502,预估,0.12296843,-0.430971
28905,raw,364,0.00968353,预估,0.12296843,-0.430971
28905,raw,365,0.00967209,预估,0.12296843,-0.430971
28905,adj,1,0.14454448,真实,0.12597692,-0.431589
28905,adj,2,0.08936212,真实,0.12597692,-0.431589
28905,adj,3,0.07231309,真实,0.12597692,-0.431589
28905,adj,4,0.06413705,真实,0.12597692,-0.431589
28905,adj,5,0.06017938,真实,0.12597692,-0.431589
28905,adj,6,0.05675720,真实,0.12597692,-0.431589
28905,adj,7,0.05521595,真实,0.12597692,-0.431589
28905,adj,8,0.05201277,真实,0.12597692,-0.431589
28905,adj,9,0.04783967,真实,0.12597692,-0.431589
28905,adj,10,0.04637370,真实,0.12597692,-0.431589
28905,adj,11,0.04455742,真实,0.12597692,-0.431589
28905,adj,12,0.04391552,真实,0.12597692,-0.431589
28905,adj,13,0.04234204,真实,0.12597692,-0.431589
28905,adj,14,0.04454718,真实,0.12597692,-0.431589
28905,adj,15,0.03914740,预估,0.12597692,-0.431589
28905,adj,16,0.03807203,预估,0.12597692,-0.431589
28905,adj,17,0.03708880,预估,0.12597692,-0.431589
28905,adj,18,0.03618505,预估,0.12597692,-0.431589
28905,adj,19,0.03535046,预估,0.12597692,-0.431589
28905,adj,20,0.03457648,预估,0.12597692,-0.431589
28905,adj,21,0.03385601,预估,0.12597692,-0.431589
28905,adj,22,0.03318304,预估,0.12597692,-0.431589
28905,adj,23,0.03255249,预估,0.12597692,-0.431589
28905,adj,24,0.03196002,预估,0.12597692,-0.431589
28905,adj,25,0.03140187,预估,0.12597692,-0.431589
28905,adj,26,0.03087480,预估,0.12597692,-0.431589
28905,adj,27,0.03037597,预估,0.12597692,-0.431589
28905,adj,28,0.02990292,预估,0.12597692,-0.431589
28905,adj,29,0.02945345,预估,0.12597692,-0.431589
28905,adj,30,0.02902564,预估,0.12597692,-0.431589
28905,adj,31,0.02861777,预估,0.12597692,-0.431589
28905,adj,32,0.02822831,预估,0.12597692,-0.431589
28905,adj,33,0.02785590,预估,0.12597692,-0.431589
28905,adj,34,0.02749930,预估,0.12597692,-0.431589
28905,adj,35,0.02715740,预估,0.12597692,-0.431589
28905,adj,36,0.02682922,预估,0.12597692,-0.431589
28905,adj,37,0.02651383,预估,0.12597692,-0.431589
28905,adj,38,0.02621041,预估,0.12597692,-0.431589
28905,adj,39,0.02591821,预估,0.12597692,-0.431589
28905,adj,40,0.02563655,预估,0.12597692,-0.431589
28905,adj,41,0.02536479,预估,0.12597692,-0.431589
28905,adj,42,0.02510236,预估,0.12597692,-0.431589
28905,adj,43,0.02484872,预估,0.12597692,-0.431589
28905,adj,44,0.02460339,预估,0.12597692,-0.431589
28905,adj,45,0.02436591,预估,0.12597692,-0.431589
28905,adj,46,0.02413588,预估,0.12597692,-0.431589
28905,adj,47,0.02391289,预估,0.12597692,-0.431589
28905,adj,48,0.02369659,预估,0.12597692,-0.431589
28905,adj,49,0.02348665,预估,0.12597692,-0.431589
28905,adj,50,0.02328275,预估,0.12597692,-0.431589
28905,adj,51,0.02308461,预估,0.12597692,-0.431589
28905,adj,52,0.02289196,预估,0.12597692,-0.431589
28905,adj,53,0.02270453,预估,0.12597692,-0.431589
28905,adj,54,0.02252210,预估,0.12597692,-0.431589
28905,adj,55,0.02234445,预估,0.12597692,-0.431589
28905,adj,56,0.02217136,预估,0.12597692,-0.431589
28905,adj,57,0.02200264,预估,0.12597692,-0.431589
28905,adj,58,0.02183810,预估,0.12597692,-0.431589
28905,adj,59,0.02167758,预估,0.12597692,-0.431589
28905,adj,60,0.02152091,预估,0.12597692,-0.431589
28905,adj,61,0.02136792,预估,0.12597692,-0.431589
28905,adj,62,0.02121849,预估,0.12597692,-0.431589
28905,adj,63,0.02107247,预估,0.12597692,-0.431589
28905,adj,64,0.02092973,预估,0.12597692,-0.431589
28905,adj,65,0.02079015,预估,0.12597692,-0.431589
28905,adj,66,0.02065361,预估,0.12597692,-0.431589
28905,adj,67,0.02052000,预估,0.12597692,-0.431589
28905,adj,68,0.02038921,预估,0.12597692,-0.431589
28905,adj,69,0.02026115,预估,0.12597692,-0.431589
28905,adj,70,0.02013571,预估,0.12597692,-0.431589
28905,adj,71,0.02001282,预估,0.12597692,-0.431589
28905,adj,72,0.01989238,预估,0.12597692,-0.431589
28905,adj,73,0.01977431,预估,0.12597692,-0.431589
28905,adj,74,0.01965854,预估,0.12597692,-0.431589
28905,adj,75,0.01954498,预估,0.12597692,-0.431589
28905,adj,76,0.01943357,预估,0.12597692,-0.431589
28905,adj,77,0.01932424,预估,0.12597692,-0.431589
28905,adj,78,0.01921692,预估,0.12597692,-0.431589
28905,adj,79,0.01911156,预估,0.12597692,-0.431589
28905,adj,80,0.01900808,预估,0.12597692,-0.431589
28905,adj,81,0.01890645,预估,0.12597692,-0.431589
28905,adj,82,0.01880659,预估,0.12597692,-0.431589
28905,adj,83,0.01870846,预估,0.12597692,-0.431589
28905,adj,84,0.01861201,预估,0.12597692,-0.431589
28905,adj,85,0.01851719,预估,0.12597692,-0.431589
28905,adj,86,0.01842395,预估,0.12597692,-0.431589
28905,adj,87,0.01833225,预估,0.12597692,-0.431589
28905,adj,88,0.01824205,预估,0.12597692,-0.431589
28905,adj,89,0.01815331,预估,0.12597692,-0.431589
28905,adj,90,0.01806598,预估,0.12597692,-0.431589
28905,adj,91,0.01798003,预估,0.12597692,-0.431589
28905,adj,92,0.01789542,预估,0.12597692,-0.431589
28905,adj,93,0.01781211,预估,0.12597692,-0.431589
28905,adj,94,0.01773008,预估,0.12597692,-0.431589
28905,adj,95,0.01764929,预估,0.12597692,-0.431589
28905,adj,96,0.01756971,预估,0.12597692,-0.431589
28905,adj,97,0.01749131,预估,0.12597692,-0.431589
28905,adj,98,0.01741405,预估,0.12597692,-0.431589
28905,adj,99,0.01733791,预估,0.12597692,-0.431589
28905,adj,100,0.01726287,预估,0.12597692,-0.431589
28905,adj,101,0.01718890,预估,0.12597692,-0.431589
28905,adj,102,0.01711596,预估,0.12597692,-0.431589
28905,adj,103,0.01704404,预估,0.12597692,-0.431589
28905,adj,104,0.01697312,预估,0.12597692,-0.431589
28905,adj,105,0.01690316,预估,0.12597692,-0.431589
28905,adj,106,0.01683416,预估,0.12597692,-0.431589
28905,adj,107,0.01676607,预估,0.12597692,-0.431589
28905,adj,108,0.01669890,预估,0.12597692,-0.431589
28905,adj,109,0.01663260,预估,0.12597692,-0.431589
28905,adj,110,0.01656717,预估,0.12597692,-0.431589
28905,adj,111,0.01650259,预估,0.12597692,-0.431589
28905,adj,112,0.01643884,预估,0.12597692,-0.431589
28905,adj,113,0.01637589,预估,0.12597692,-0.431589
28905,adj,114,0.01631374,预估,0.12597692,-0.431589
28905,adj,115,0.01625236,预估,0.12597692,-0.431589
